ANNOSCOLASTICO, CODICESCUOLA, ORDINESCUOLA, ANNOCORSO, FASCIAETA, ALUNNI
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,3,15 anni,2
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,3,16 anni,6
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,4,17 anni,8
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,5,18 anni,6
201617,MITD52500D,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,1,14 anni,51
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,1,15 anni,5
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,2
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,2,14 anni,4
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,2,15 anni,38
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,3,15 anni,6
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,3,16 anni,41
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,3,17 anni,6
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,4,17 anni,43
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,5,18 anni,6
201617,MITD5V500H,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
201617,MITD91500A,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,MITD91500A,SCUOLA SECONDARIA II GRADO,4,17 anni,6
201617,MITD91500A,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,MITD91500A,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITD91500A,SCUOLA SECONDARIA II GRADO,5,18 anni,6
201617,MITD91500A,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
201617,MITDQ0500S,SCUOLA SECONDARIA II GRADO,5,18 anni,14
201617,MITDQ0500S,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,1
201617,MITF005006,SCUOLA SECONDARIA II GRADO,1,14 anni,20
201617,MITF005006,SCUOLA SECONDARIA II GRADO,1,15 anni,10
201617,MITF005006,SCUOLA SECONDARIA II GRADO,1,17 anni,1
201617,MITF005006,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,MITF005006,SCUOLA SECONDARIA II GRADO,2,15 anni,26
201617,MITF005006,SCUOLA SECONDARIA II GRADO,2,16 anni,17
201617,MITF005006,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,MITF005006,SCUOLA SECONDARIA II GRADO,3,16 anni,15
201617,MITF005006,SCUOLA SECONDARIA II GRADO,3,17 anni,7
201617,MITF005006,SCUOLA SECONDARIA II GRADO,3,18 anni,6
201617,MITF005006,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,MITF005006,SCUOLA SECONDARIA II GRADO,4,17 anni,11
201617,MITF005006,SCUOLA SECONDARIA II GRADO,4,18 anni,11
201617,MITF005006,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,MITF005006,SCUOLA SECONDARIA II GRADO,5,18 anni,13
201617,MITF005006,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,19
201617,MITF035002,SCUOLA SECONDARIA II GRADO,1,14 anni,27
201617,MITF035002,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,MITF035002,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,MITF035002,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,MITF035002,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,MITF035002,SCUOLA SECONDARIA II GRADO,2,15 anni,30
201617,MITF035002,SCUOLA SECONDARIA II GRADO,3,15 anni,2
201617,MITF035002,SCUOLA SECONDARIA II GRADO,3,16 anni,21
201617,MITF035002,SCUOLA SECONDARIA II GRADO,3,17 anni,8
201617,MITF035002,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,MITF035002,SCUOLA SECONDARIA II GRADO,4,17 anni,26
201617,MITF035002,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,MITF035002,SCUOLA SECONDARIA II GRADO,5,18 anni,22
201617,MITF035002,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,MITF105003,SCUOLA SECONDARIA II GRADO,1,14 anni,22
201617,MITF105003,SCUOLA SECONDARIA II GRADO,1,15 anni,1
201617,MITF105003,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,3
201617,MITF105003,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,MITF105003,SCUOLA SECONDARIA II GRADO,2,15 anni,11
201617,MITF105003,SCUOLA SECONDARIA II GRADO,2,16 anni,5
201617,MITF105003,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,MITF105003,SCUOLA SECONDARIA II GRADO,3,15 anni,3
201617,MITF105003,SCUOLA SECONDARIA II GRADO,3,16 anni,13
201617,MITF105003,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,MITF105003,SCUOLA SECONDARIA II GRADO,3,18 anni,3
201617,MITF105003,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,MITF105003,SCUOLA SECONDARIA II GRADO,4,17 anni,7
201617,MITF105003,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,MITF105003,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,5
201617,MITF105003,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITF105003,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,MITF105003,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,11
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,1,14 anni,146
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,1,15 anni,3
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,5
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,2,14 anni,2
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,2,15 anni,153
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,2,16 anni,10
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,3,15 anni,4
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,3,16 anni,118
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,3,17 anni,26
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,3,18 anni,4
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,4,17 anni,94
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,4,18 anni,25
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,5,18 anni,95
201617,MITF11500N,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,44
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,1,14 anni,29
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,1,15 anni,3
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,2,14 anni,4
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,2,15 anni,19
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,2,16 anni,4
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,3,16 anni,20
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,3,17 anni,4
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,3,18 anni,3
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,4,16 anni,2
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,4,17 anni,21
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,5,18 anni,21
201617,MITFDH5000,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,6
201617,MITL035006,SCUOLA SECONDARIA II GRADO,2,15 anni,1
201617,MITL035006,SCUOLA SECONDARIA II GRADO,3,16 anni,1
201617,MITL035006,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,MITL035006,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,MITL035006,SCUOLA SECONDARIA II GRADO,5,18 anni,1
201617,MITL035006,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,2
201617,MITL09500T,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,MITL09500T,SCUOLA SECONDARIA II GRADO,3,16 anni,4
201617,MITL09500T,SCUOLA SECONDARIA II GRADO,4,17 anni,5
201617,MITL09500T,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITL09500T,SCUOLA SECONDARIA II GRADO,5,18 anni,4
201617,MITL09500T,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,4
201617,MITL485005,SCUOLA SECONDARIA II GRADO,1,14 anni,18
201617,MITL485005,SCUOLA SECONDARIA II GRADO,1,15 anni,11
201617,MITL485005,SCUOLA SECONDARIA II GRADO,2,14 anni,2
201617,MITL485005,SCUOLA SECONDARIA II GRADO,2,15 anni,21
201617,MITL485005,SCUOLA SECONDARIA II GRADO,2,16 anni,5
201617,MITL485005,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,MITL485005,SCUOLA SECONDARIA II GRADO,3,15 anni,2
201617,MITL485005,SCUOLA SECONDARIA II GRADO,3,16 anni,19
201617,MITL485005,SCUOLA SECONDARIA II GRADO,3,17 anni,5
201617,MITL485005,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,MITL485005,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,MITL485005,SCUOLA SECONDARIA II GRADO,4,17 anni,12
201617,MITL485005,SCUOLA SECONDARIA II GRADO,4,18 anni,6
201617,MITL485005,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,MITL485005,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITL485005,SCUOLA SECONDARIA II GRADO,5,18 anni,17
201617,MITL485005,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,11
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,1,14 anni,7
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,1,15 anni,6
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,2,15 anni,21
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,3,16 anni,9
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,4,16 anni,1
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,4,17 anni,12
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,5,18 anni,12
201617,MITN03500N,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,1,14 anni,8
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,1,15 anni,7
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,2,15 anni,16
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,2,16 anni,8
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,2,17 anni,3
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,3,15 anni,1
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,3,16 anni,9
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,3,17 anni,4
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,3,18 anni,2
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,2
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,4,17 anni,7
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,4,18 anni,4
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,1
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,5,18 anni,4
201617,MITNUQ500H,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,11
201617,MN1E001004,SCUOLA PRIMARIA,1,6 anni,1
201617,MN1E001004,SCUOLA PRIMARIA,1,7 anni,6
201617,MN1E001004,SCUOLA PRIMARIA,1,8 anni,13
201617,MN1E001004,SCUOLA PRIMARIA,2,10 anni,3
201617,MN1E001004,SCUOLA PRIMARIA,2,9 anni,7
201617,MN1E001004,SCUOLA PRIMARIA,3,> di 10 anni,10
201617,MN1E001004,SCUOLA PRIMARIA,4,> di 10 anni,10
201617,MN1E001004,SCUOLA PRIMARIA,5,10 anni,1
201617,MN1E001004,SCUOLA PRIMARIA,5,> di 10 anni,12
201617,MN1E00200X,SCUOLA PRIMARIA,1,6 anni,17
201617,MN1E00200X,SCUOLA PRIMARIA,1,7 anni,1
201617,MN1E00200X,SCUOLA PRIMARIA,1,< di 6 anni,3
201617,MN1E00200X,SCUOLA PRIMARIA,2,6 anni,5
201617,MN1E00200X,SCUOLA PRIMARIA,2,7 anni,16
201617,MN1E00200X,SCUOLA PRIMARIA,2,8 anni,1
201617,MN1E00200X,SCUOLA PRIMARIA,3,7 anni,4
201617,MN1E00200X,SCUOLA PRIMARIA,3,8 anni,12
201617,MN1E00200X,SCUOLA PRIMARIA,3,9 anni,1
201617,MN1E00200X,SCUOLA PRIMARIA,4,8 anni,1
201617,MN1E00200X,SCUOLA PRIMARIA,4,9 anni,15
201617,MN1E00200X,SCUOLA PRIMARIA,5,10 anni,16
201617,MN1E00200X,SCUOLA PRIMARIA,5,9 anni,3
201617,MN1E00200X,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,MN1E00300Q,SCUOLA PRIMARIA,1,6 anni,42
201617,MN1E00300Q,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,MN1E00300Q,SCUOLA PRIMARIA,2,7 anni,23
201617,MN1E00300Q,SCUOLA PRIMARIA,3,7 anni,1
201617,MN1E00300Q,SCUOLA PRIMARIA,3,8 anni,21
201617,MN1E00300Q,SCUOLA PRIMARIA,4,8 anni,1
201617,MN1E00300Q,SCUOLA PRIMARIA,4,9 anni,13
201617,MN1E00300Q,SCUOLA PRIMARIA,5,10 anni,26
201617,MN1E00300Q,SCUOLA PRIMARIA,5,9 anni,2
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,1,11 anni,24
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,4
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,2,11 anni,4
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,2,12 anni,18
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,2,> di 13 anni,1
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,3,13 anni,13
201617,MN1M001009,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,1,11 anni,23
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,1,12 anni,3
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,1,< di 11 anni,1
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,2,12 anni,26
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,2,13 anni,1
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,3,12 anni,1
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,3,13 anni,23
201617,MN1M002005,SCUOLA SECONDARIA I GRADO,3,> di 13 anni,4
201617,MNPC015004,SCUOLA SECONDARIA II GRADO,2,15 anni,3
201617,MNPC015004,SCUOLA SECONDARIA II GRADO,2,16 anni,1
201617,MNPC015004,SCUOLA SECONDARIA II GRADO,3,16 anni,5
201617,MNPC015004,SCUOLA SECONDARIA II GRADO,3,17 anni,2
201617,MNPC015004,SCUOLA SECONDARIA II GRADO,4,17 anni,3
201617,MNPC015004,SCUOLA SECONDARIA II GRADO,4,18 anni,1
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,1,14 anni,6
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,1,15 anni,4
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,1,16 anni,1
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,2,14 anni,1
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,2,15 anni,7
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,2,16 anni,5
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,2,17 anni,2
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,3,16 anni,9
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,3,18 anni,1
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,4,17 anni,9
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,3
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,5,18 anni,18
201617,MNPL02500L,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,3
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,1,14 anni,4
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,1,15 anni,2
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,1,< di 14 anni,1
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,2,14 anni,2
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,2,15 anni,11
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,2,16 anni,2
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,2,17 anni,1
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,3,16 anni,14
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,3,17 anni,6
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,4,17 anni,7
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,4,18 anni,2
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,5,17 anni,1
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,5,18 anni,15
201617,MNPS00500L,SCUOLA SECONDARIA II GRADO,5,> di 18 anni,6
201617,MNTD04500V,SCUOLA SECONDARIA II GRADO,3,16 anni,4
201617,MNTD04500V,SCUOLA SECONDARIA II GRADO,3,17 anni,3
201617,MNTD04500V,SCUOLA SECONDARIA II GRADO,3,18 anni,4
201617,MNTD04500V,SCUOLA SECONDARIA II GRADO,3,> di 18 anni,1
201617,MNTD04500V,SCUOLA SECONDARIA II GRADO,4,17 anni,1
201617,MNTD04500V,SCUOLA SECONDARIA II GRADO,4,18 anni,6
201617,MNTL03500P,SCUOLA SECONDARIA II GRADO,3,16 anni,3
201617,MNTL03500P,SCUOLA SECONDARIA II GRADO,3,17 anni,1
201617,MNTL03500P,SCUOLA SECONDARIA II GRADO,3,18 anni,4
201617,MNTL03500P,SCUOLA SECONDARIA II GRADO,4,17 anni,2
201617,MNTL03500P,SCUOLA SECONDARIA II GRADO,4,18 anni,5
201617,MNTL03500P,SCUOLA SECONDARIA II GRADO,4,> di 18 anni,2
201617,MO1E00200L,SCUOLA PRIMARIA,1,6 anni,44
201617,MO1E00200L,SCUOLA PRIMARIA,1,< di 6 anni,4
201617,MO1E00200L,SCUOLA PRIMARIA,2,6 anni,3
201617,MO1E00200L,SCUOLA PRIMARIA,2,7 anni,40
201617,MO1E00200L,SCUOLA PRIMARIA,2,9 anni,1
201617,MO1E00200L,SCUOLA PRIMARIA,3,7 anni,1
201617,MO1E00200L,SCUOLA PRIMARIA,3,8 anni,28
201617,MO1E00200L,SCUOLA PRIMARIA,4,8 anni,2
201617,MO1E00200L,SCUOLA PRIMARIA,4,9 anni,25
201617,MO1E00200L,SCUOLA PRIMARIA,4,> di 10 anni,1
201617,MO1E00200L,SCUOLA PRIMARIA,5,10 anni,26
201617,MO1E00200L,SCUOLA PRIMARIA,5,9 anni,2
201617,MO1E00300C,SCUOLA PRIMARIA,1,6 anni,49
201617,MO1E00300C,SCUOLA PRIMARIA,1,< di 6 anni,5
201617,MO1E00300C,SCUOLA PRIMARIA,2,6 anni,5
201617,MO1E00300C,SCUOLA PRIMARIA,2,7 anni,51
201617,MO1E00300C,SCUOLA PRIMARIA,3,7 anni,2
201617,MO1E00300C,SCUOLA PRIMARIA,3,8 anni,52
201617,MO1E00300C,SCUOLA PRIMARIA,4,10 anni,1
201617,MO1E00300C,SCUOLA PRIMARIA,4,8 anni,3
201617,MO1E00300C,SCUOLA PRIMARIA,4,9 anni,44
201617,MO1E00300C,SCUOLA PRIMARIA,5,10 anni,57
201617,MO1E00300C,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,MO1E004008,SCUOLA PRIMARIA,1,6 anni,27
201617,MO1E004008,SCUOLA PRIMARIA,2,7 anni,27
201617,MO1E004008,SCUOLA PRIMARIA,3,8 anni,25
201617,MO1E004008,SCUOLA PRIMARIA,4,9 anni,28
201617,MO1E004008,SCUOLA PRIMARIA,5,10 anni,27
201617,MO1E005004,SCUOLA PRIMARIA,1,6 anni,43
201617,MO1E005004,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,MO1E005004,SCUOLA PRIMARIA,2,7 anni,46
201617,MO1E005004,SCUOLA PRIMARIA,3,7 anni,1
201617,MO1E005004,SCUOLA PRIMARIA,3,8 anni,41
201617,MO1E005004,SCUOLA PRIMARIA,4,9 anni,47
201617,MO1E005004,SCUOLA PRIMARIA,5,10 anni,47
201617,MO1E005004,SCUOLA PRIMARIA,5,9 anni,1
201617,MO1E00600X,SCUOLA PRIMARIA,1,6 anni,12
201617,MO1E00600X,SCUOLA PRIMARIA,1,< di 6 anni,2
201617,MO1E00600X,SCUOLA PRIMARIA,2,6 anni,3
201617,MO1E00600X,SCUOLA PRIMARIA,2,7 anni,11
201617,MO1E00600X,SCUOLA PRIMARIA,3,7 anni,5
201617,MO1E00600X,SCUOLA PRIMARIA,3,8 anni,8
201617,MO1E00600X,SCUOLA PRIMARIA,4,8 anni,1
201617,MO1E00600X,SCUOLA PRIMARIA,4,9 anni,17
201617,MO1E00600X,SCUOLA PRIMARIA,5,10 anni,10
201617,MO1E00600X,SCUOLA PRIMARIA,5,9 anni,4
201617,MO1E00700Q,SCUOLA PRIMARIA,1,6 anni,42
201617,MO1E00700Q,SCUOLA PRIMARIA,1,7 anni,2
201617,MO1E00700Q,SCUOLA PRIMARIA,2,6 anni,1
201617,MO1E00700Q,SCUOLA PRIMARIA,2,7 anni,51
201617,MO1E00700Q,SCUOLA PRIMARIA,3,7 anni,1
201617,MO1E00700Q,SCUOLA PRIMARIA,3,8 anni,44
201617,MO1E00700Q,SCUOLA PRIMARIA,4,10 anni,2
201617,MO1E00700Q,SCUOLA PRIMARIA,4,9 anni,43
201617,MO1E00700Q,SCUOLA PRIMARIA,5,10 anni,51
201617,MO1E00700Q,SCUOLA PRIMARIA,5,9 anni,1
201617,MO1E00700Q,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,MO1E00900B,SCUOLA PRIMARIA,1,6 anni,26
201617,MO1E00900B,SCUOLA PRIMARIA,2,6 anni,2
201617,MO1E00900B,SCUOLA PRIMARIA,2,7 anni,26
201617,MO1E00900B,SCUOLA PRIMARIA,3,10 anni,1
201617,MO1E00900B,SCUOLA PRIMARIA,3,7 anni,2
201617,MO1E00900B,SCUOLA PRIMARIA,3,8 anni,24
201617,MO1E00900B,SCUOLA PRIMARIA,3,9 anni,3
201617,MO1E00900B,SCUOLA PRIMARIA,4,10 anni,2
201617,MO1E00900B,SCUOLA PRIMARIA,4,8 anni,1
201617,MO1E00900B,SCUOLA PRIMARIA,4,9 anni,24
201617,MO1E00900B,SCUOLA PRIMARIA,5,10 anni,20
201617,MO1E01000G,SCUOLA PRIMARIA,1,6 anni,42
201617,MO1E01000G,SCUOLA PRIMARIA,1,7 anni,1
201617,MO1E01000G,SCUOLA PRIMARIA,1,8 anni,1
201617,MO1E01000G,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,MO1E01000G,SCUOLA PRIMARIA,2,7 anni,34
201617,MO1E01000G,SCUOLA PRIMARIA,3,8 anni,40
201617,MO1E01000G,SCUOLA PRIMARIA,4,10 anni,2
201617,MO1E01000G,SCUOLA PRIMARIA,4,8 anni,3
201617,MO1E01000G,SCUOLA PRIMARIA,4,9 anni,42
201617,MO1E01000G,SCUOLA PRIMARIA,5,10 anni,28
201617,MO1E01000G,SCUOLA PRIMARIA,5,9 anni,2
201617,MO1E01000G,SCUOLA PRIMARIA,5,> di 10 anni,2
201617,MO1E01100B,SCUOLA PRIMARIA,1,6 anni,57
201617,MO1E01100B,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,MO1E01100B,SCUOLA PRIMARIA,1,> di 10 anni,1
201617,MO1E01100B,SCUOLA PRIMARIA,2,6 anni,2
201617,MO1E01100B,SCUOLA PRIMARIA,2,7 anni,49
201617,MO1E01100B,SCUOLA PRIMARIA,3,7 anni,2
201617,MO1E01100B,SCUOLA PRIMARIA,3,8 anni,36
201617,MO1E01100B,SCUOLA PRIMARIA,4,8 anni,4
201617,MO1E01100B,SCUOLA PRIMARIA,4,9 anni,35
201617,MO1E01100B,SCUOLA PRIMARIA,4,> di 10 anni,1
201617,MO1E01100B,SCUOLA PRIMARIA,5,10 anni,25
201617,MO1E01100B,SCUOLA PRIMARIA,5,9 anni,1
201617,MO1E01100B,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,MO1E012007,SCUOLA PRIMARIA,1,6 anni,12
201617,MO1E012007,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,MO1E012007,SCUOLA PRIMARIA,2,6 anni,2
201617,MO1E012007,SCUOLA PRIMARIA,2,7 anni,22
201617,MO1E012007,SCUOLA PRIMARIA,2,8 anni,1
