ANNOSCOLASTICO, CODICESCUOLA, ORDINESCUOLA, ANNOCORSO, FASCIAETA, ALUNNI
201617,BS1E002009,SCUOLA PRIMARIA,4,9 anni,23
201617,BS1E002009,SCUOLA PRIMARIA,5,10 anni,24
201617,BS1E003005,SCUOLA PRIMARIA,1,6 anni,24
201617,BS1E003005,SCUOLA PRIMARIA,1,< di 6 anni,1
201617,BS1E003005,SCUOLA PRIMARIA,2,6 anni,3
201617,BS1E003005,SCUOLA PRIMARIA,2,7 anni,22
201617,BS1E003005,SCUOLA PRIMARIA,2,8 anni,1
201617,BS1E003005,SCUOLA PRIMARIA,3,8 anni,24
201617,BS1E003005,SCUOLA PRIMARIA,4,8 anni,4
201617,BS1E003005,SCUOLA PRIMARIA,4,9 anni,37
201617,BS1E003005,SCUOLA PRIMARIA,5,10 anni,32
201617,BS1E003005,SCUOLA PRIMARIA,5,9 anni,4
201617,BS1E003005,SCUOLA PRIMARIA,5,> di 10 anni,1
201617,BS1E004001,SCUOLA PRIMARIA,1,6 anni,58
201617,BS1E004001,SCUOLA PRIMARIA,1,7 anni,1
201617,BS1E004001,SCUOLA PRIMARIA,1,< di 6 anni,5
201617,BS1E004001,SCUOLA PRIMARIA,2,6 anni,3
201617,BS1E004001,SCUOLA PRIMARIA,2,7 anni,35
201617,BS1E004001,SCUOLA PRIMARIA,3,7 anni,1
201617,BS1E004001,SCUOLA PRIMARIA,3,8 anni,22
201617,BS1E004001,SCUOLA PRIMARIA,3,9 anni,2
201617,BS1E004001,SCUOLA PRIMARIA,4,10 anni,4
201617,BS1E004001,SCUOLA PRIMARIA,4,8 anni,3
