Linea_finanziamento|REGIONE|PROVINCIA|COMUNE|COD_COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|CODICEEDIFICIO|COD_PRINC|COD_MPI|NOME_SCUOLA|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|CENTRO_COMUNE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento
Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Piemonte|Cuneo|San Damiano Macra|4207|MIUR|2017-10-02|||SAN DAMIANO MACRA|COMUNE|0042070001|CNIC82800P|CNEE828062|SAN DAMIANO MACRA - CAPOL.|||Si|44.488232|7.257166000000001|Efficientamento Energetico|Start||0.0|80000.0
Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Piemonte|Cuneo|Villafalletto|4244|MIUR|2017-10-02|||VILLAFALLETTO|COMUNE|0042440001|CNIC84300R|CNMM84302V|CENTALLO SS VILLAFALLETTO|||No|44.547859|7.541925999999999|Efficientamento Energetico|Start||0.0|415114.91
Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Piemonte|Cuneo|Diano d`Alba|4080|MIUR|2017-10-02|||DIANO D`ALBA|COMUNE|0040800006|CNIC84900Q|CNAA84902N|DIANO D`ALBA-FR.VALLE TALLORIA|||Si|44.639045|8.004591|Ristrutturazione|Start||0.0|713983.74
Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Piemonte|Cuneo|Rossana|4197|MIUR|2017-10-02|||ROSSANA|COMUNE|0041970001|CNIC826003|CNEE826048|ROSSANA - CAPOLUOGO|||Si|44.543005|7.432929|Efficientamento Energetico|Start||0.0|255000.0
Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Piemonte|Cuneo|Vicoforte|4242|MIUR|2017-10-02|||VICOFORTE|COMUNE|0042420002|CNIC811009|CNEE81106L|G. COMINO - VICOFORTE|||Si|44.373642|7.873373|Efficientamento Energetico|Start||0.0|359966.64
Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Piemonte|Cuneo|Villanova Solaro|4246|MIUR|2017-10-02|||VILLANOVA SOLARO|COMUNE|0042460002|CNIC83100E|CNEE83103P|VILLANOVA SOLARO - CAPOLUOGO|||No|44.729537|7.576749|Efficientamento Energetico|Start||0.0|347392.2
Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Piemonte|Cuneo|Cuneo|4078|MIUR|2017-10-02|||CUNEO|PROVINCIA|0040780011|CNTF010005|CNTF010005|CUNEO  MARIO DELPOZZO |||No|44.378571|7.527023|Efficientamento Energetico|Start||0.0|700000.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Bagnolo Piemonte|4009|Amministrazione comunale|2017-03-23|2015-06-15|2016-06-14|BAGNOLO PIEMONTE|COMUNE|0040090001|CNIC83200A|CNEE83201C|BAGNOLO PIEMONTE-CAPOLUOGO|Scuola primaria - Via Paschero|La struttura � in calcestruzzo armato precompresso. Progettata in classe energetica A. � dotata di isolamento a “cappotto” termoacustico. riscaldamento a pannelli radianti a bassa temperatura. pannelli fotovoltaici. pannelli solari termici. pompa di calore. ventilazione meccanica controllata. tetto verde (sedum).|No|44.761158|7.3154259999999995|Nuova costruzione|Concluso|G57B14000230006|1639536.0|912597.59
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Cervasca|4064|Amministrazione comunale|2017-03-23|2014-07-16|2014-10-20|CERVASCA|COMUNE|0040640004|CNIC840009|CNMM84001A|"CERVASCA ""G. MARCONI"""|Istituto Comprensivo Cervasca, Scuola Primaria e Secondaria di Primo Grado - P.za Dr. Bernardi||No|44.383332|7.4687529999999995|Ristrutturazione|Concluso|B63B12000130004|100000.0|100000.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Busca|4034|Amministrazione comunale|2017-03-23|2014-07-03|2014-12-30|BUSCA|COMUNE|0040340001|CNIC85000X|CNMM850011|"BUSCA ""G.CARDUCCI"""|"Scuola Secondaria di primo grado ""G Carducci"" - Corso Giolitti , 8"||No|44.517018|7.475910000000001|Ristrutturazione|Concluso|1234567890afc11|68421.13|68421.13
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Roccavione|4192|Amministrazione comunale|2017-03-23|2015-06-04|2015-10-31|ROCCAVIONE|COMUNE|0041920003|CNIC81000D|CNAA81002B|ROCCAVIONE|Scuola dell`infanzia - Via Don G. B. Chesta, 6||No|44.315047|7.479103|Ristrutturazione|Concluso|B81B14000540004|175000.0|175000.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Manta|4116|Amministrazione comunale|2017-03-23|2013-11-11|2015-06-15|MANTA|COMUNE|0041160002|CNEE05900C|CNEE05902E|MANTA - CAPOLUOGO|Scuola Primaria - Via Valerano||No|44.61148|7.485428999999999|Nuova costruzione|Concluso|E49H11000570007|1163736.44|500000.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Cavallermaggiore|4059|Amministrazione comunale|2017-03-23|2013-07-22|2014-09-26|CAVALLERMAGGIORE|COMUNE|0040590003|CNIC838009|CNMM83801A|"CAVALLERMAGGIORE ""L.EINAUDI"""|"Scuola Secondaria di primo grado ""Luigi Einaudi"" - Via San Pietro, 9"||No|44.705093|7.6844149999999996|Riqualificazione|Concluso|G16E13000560002|655500.0|627664.19
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Fossano|4089|Amministrazione comunale|2017-03-23|2013-11-26|2016-05-25|FOSSANO|COMUNE|0040890019|CNEE033008|CNAA033014|"FOSSANO-""RODARI"""|"Scuola dell`infanzia “Gianni Rodari"" - Via Sparla, 1"||No|44.557881|7.7362020000000005|Riqualificazione|Concluso|D43B12000030004|1334862.26|1047336.76
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Sanfrè|4208|Amministrazione comunale|2017-03-23|2015-07-15|2015-12-01|Sanfr�|COMUNE|0042080001|CNIC817008|CNMM81703B|SOMMARIVA B. SS SANFRE`|"Istituto Comprensivo Statale ""Giovanni Arpino"" - Via Madonna del Popolo, 42"||No|44.753985|7.801242|Ripristino funzionale|Concluso|B64H15001320004|45000.0|43462.06
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Santa Vittoria d`Alba|4212|Amministrazione comunale|2017-03-23|2010-03-24|2014-08-19|SANTA VITTORIA D`ALBA|COMUNE|0042120006|CNIC820004|CNMM820015|SANTA VITTORIA D`ALBA|Scuola Secondaria di primo grado - Via Serafina, 14bis||No|44.69298|7.922763000000001|Nuova costruzione|Concluso|EE19H0900010000|2215307.51|366000.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Monteu Roero|4140|Amministrazione comunale|2017-03-23|2014-06-16|2014-09-03|MONTEU ROERO|COMUNE|0041400004|CNIC82200Q|CNAA82203P|MONTEU ROERO-CAPOLUOGO|Scuola dell`infanzia - Piazza Roma, 5||No|44.780252000000004|7.931151|Ristrutturazione|Concluso|G11H13000250002|250000.0|95000.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Castagnito|4046|Amministrazione comunale|2017-03-23|2014-11-06|2016-12-31|CASTAGNITO|COMUNE|0040460003|CNIC82300G|CNEE82301N|SUOR TECLA MERLO|"Scuola Primaria ""Suor Tecla Merlo"" - Via Lavandaro, 11"||No|44.748727|8.057706|Ristrutturazione|Concluso|D67E13000540006|274514.0|274514.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Cervasca|4064|Amministrazione comunale|2017-03-23|2014-08-25|2014-09-18|Cervasca|COMUNE|0040640003|CNIC840009|CNAA840016|CERVASCA-FRAZ. S.CROCE|CERVASCA-FRAZ. S.CROCE||No|44.374453|7.499928999999999|Ripristino funzionale|Concluso|B66E12000960004|40000.0|40000.0
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Cavallermaggiore|4059|Amministrazione comunale|2017-03-23|2013-12-16|2014-01-30|Cavallermaggiore|COMUNE|0040590001|CNIC838009|CNEE83802C|CAVALLERMAGGIORE - CAPOLUOGO|CAVALLERMAGGIORE - CAPOLUOGO||No|44.708372999999995|7.684147|Riqualificazione|Concluso||29070.28|27835.81
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Sanfrè|4208|Amministrazione comunale|2017-03-23|2014-11-24|2015-12-31|Sanfr�|COMUNE|0042080001|CNIC817008|CNMM81703B|SOMMARIVA B. SS SANFRE`|||No|44.753876|7.801402|Ripristino funzionale|Concluso|affid.diretto1|11374.0|10985.28
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Sanfrè|4208|Amministrazione comunale|2017-03-23|2014-10-27|2014-11-05|Sanfr�|COMUNE|0042080001|CNIC817008|CNMM81703B|SOMMARIVA B. SS SANFRE`|||No|44.754025|7.801207000000001|Riqualificazione|Concluso|affdam.diretto2|12650.0|12217.67
#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Piemonte|Cuneo|Sanfrè|4208|Amministrazione comunale|2017-03-23|2014-11-24|2014-12-06|Sanfr�|COMUNE|0042080001|CNIC817008|CNMM81703B|SOMMARIVA B. SS SANFRE`|||No|44.753746|7.801292999999999|Ripristino funzionale|Concluso|affidam.dirett3|3453.0|3334.99
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Alba|4003|Amministrazione Comunale|2017-12-15|2018-03-26|2018-10-24|COMUNE di Alba|COMUNE|0040030028|CNMM162004|CNMM162004|CPIA 2 ALBA - MONDOVI`|||No|44.699053|8.035876|Ampliamento|In approvazione|B81E17000050002|236500.0|160000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Alba|4003|Amministrazione Comunale|2017-12-15|2017-07-01|2017-08-31|COMUNE di Alba|COMUNE|0040030016|CNIC854007|CNMM854018|ALBA  PIAVE S.CASSIANO -MACRINO|||No|44.695464|8.031081|Adeguamento|Cantiere aperto|B86J17000250004|98000.0|98000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Alba|4003|Amministrazione Comunale|2017-12-15|2017-07-01|2017-09-10|COMUNE di Alba|COMUNE|0040030007|CNIC855003|CNAA855043|ALBA - VIA RIO MISURETO|||No|44.68992|8.036503|Manutenzione straordinaria|Cantiere aperto|B81E17000000004|250000.0|250000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Canale|4037|Amministrazione Comunale|2017-12-15|2018-03-26|2018-10-24|COMUNE di Canale|COMUNE|0040370001|CNIC82200Q|CNMM82201R|"CANALE ""MONSIGNOR L.SIBONA"""|||No|44.794926000000004|7.994383999999999|Efficentamento energetico|In approvazione|E66J17000010005|555000.0|555000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Caramagna Piemonte|4041|Amministrazione Comunale|2017-11-28|2017-06-12|2017-06-23|COMUNE di Caramagna Piemonte|COMUNE|0040410003|CNIC838009|CNEE83806L|CARAMAGNA PIEMONTE - CAPOL.|||No|44.779563|7.740931|Efficentamento energetico|Concluso|H14B17000000004|25000.0|25000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Caramagna Piemonte|4041|Amministrazione Comunale|2017-11-28|2017-06-26|2017-07-07|COMUNE di Caramagna Piemonte|COMUNE|0040410003|CNIC838009|CNEE83806L|CARAMAGNA PIEMONTE - CAPOL.|||No|44.779601|7.741161999999999|Efficentamento energetico|Concluso|H16J17000030004|35000.0|35000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Caramagna Piemonte|4041|Amministrazione Comunale|2017-12-15|2017-08-21|2017-09-15|COMUNE di Caramagna Piemonte|COMUNE|0040410003|CNIC838009|CNEE83806L|CARAMAGNA PIEMONTE - CAPOL.|||No|44.779624|7.741446000000001|Ristrutturazione|Cantiere aperto|H11H17000010004|46000.0|46000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Caramagna Piemonte|4041|Amministrazione Comunale|2017-11-28|2017-07-10|2017-08-11|COMUNE di Caramagna Piemonte|COMUNE|0040410003|CNIC838009|CNEE83806L|CARAMAGNA PIEMONTE - CAPOL.|||No|44.779527|7.7416149999999995|Ristrutturazione|Concluso|H11H17000000004|46000.0|46000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Castelletto Stura|4049|Amministrazione Comunale|2017-12-15|2018-03-26|2018-10-24|COMUNE di Castelletto Stura|COMUNE|0040490001|CNIC80200E|CNAA80202C|CASTELLETTO STURA-CAPOLUOGO|||Si|44.443279|7.637791|Riqualificazione|In approvazione|G95I17000010004|270000.0|270000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Cavallermaggiore|4059|Amministrazione Comunale|2017-11-28|2017-07-01|2017-08-31|COMUNE di Cavallermaggiore|COMUNE|0040590001|CNIC838009|CNEE83802C|CAVALLERMAGGIORE - CAPOLUOGO|||No|44.708374|7.684182000000001|Manutenzione straordinaria|Concluso|G12F16000120004|56000.0|56000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Ceva|4066|Amministrazione Comunale|2017-12-15|2017-06-01|2017-11-06|COMUNE di Ceva|COMUNE|0040660001|CNIC813001|CNAA81303X|CEVA-CAPOLUOGO|||No|44.383371999999994|8.031321|Ristrutturazione|Cantiere aperto|C81E17000020001|465047.0|465047.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Ceva|4066|Amministrazione Comunale|2017-12-15|2017-06-01|2017-11-06|COMUNE di Ceva|COMUNE|0040660007|CNIC813001|CNMM813012|"CEVA ""A.MOMIGLIANO"""|||No|44.387994|8.035273|Ristrutturazione|Cantiere aperto|C81E17000030008|340000.0|263500.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Cherasco|4067|Amministrazione Comunale|2017-10-15|2016-11-01|2017-03-31|COMUNE di Cherasco|COMUNE|0040670005|CNIC825007|CNMM825018|"CHERASCO ""S.TARICCO"""|||No|44.650209999999994|7.8556610000000004|Ristrutturazione|Concluso|B97E13000210002|450478.0|142752.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Corneliano d`Alba|4072|Amministrazione Comunale|2017-12-15|2017-07-01|2017-08-31|COMUNE di Corneliano d`Alba|COMUNE|0040720004|CNIC818004|CNEE818027|CORNELIANO D`ALBA CAPOLUOGO|||No|44.734970000000004|7.960342999999999|Efficentamento energetico|Cantiere aperto|G56J17000000004|315000.0|315000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Cortemilia|4073|Amministrazione Comunale|2017-09-30|2017-06-19|2017-08-25|COMUNE di Cortemilia|COMUNE|0040730001|CNIC81600C|CNEE81603L|CORTEMILIA - CAPOLUOGO|||No|44.583168|8.191230000000001|Efficentamento energetico|Concluso|H66J17000010004|205000.0|124000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Cuneo|4078|Amministrazione Comunale|2017-12-15|2017-05-01|2017-12-31|COMUNE di Cuneo|COMUNE|0040782006|CNIC84800X|CNEE848034|B. BRUNI - PASSATORE|||No|44.432541|7.505546000000001|Acquisto immobile|Concluso|B26J17000060001|750000.0|750000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Demonte|4079|Amministrazione Comunale|2017-12-15|2017-04-01|2017-09-28|COMUNE di Demonte|COMUNE|0040790001|CNIC80300A|CNEE80301C|DEMONTE - CAPOLUOGO|||No|44.315734|7.292756|Miglioramento sismico|Cantiere aperto|C31E15000500002|240000.0|40225.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Faule|4087|Amministrazione Comunale|2017-12-15|2018-03-26|2018-12-31|COMUNE di Faule|COMUNE|0041710001|CNIC83100E|CNEE83107V|POLONGHERA - CAPOLUOGO|||No|44.803202|7.596064|Nuova edificazione|In approvazione|G27E17000000006|1250564.0|262697.4
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Fossano|4089|Amministrazione Comunale|2017-12-15|2018-03-26|2018-09-30|COMUNE di Fossano|COMUNE|0040890021|CNEE033008|CNAA033025|"FOSSANO-""COLLODI"""|||No|44.556509000000005|7.727072|Ampliamento|Start|D41E12000050004|480000.0|480000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Grinzane Cavour|4100|Amministrazione Comunale|2017-12-15|2017-06-15|2017-09-15|COMUNE di Grinzane Cavour|COMUNE|0041000001|CNIC84900Q|CNEE84902V|GRINZANE CAVOUR - CAP.|||No|44.654924|7.989082000000001|Adeguamento antincendio|Cantiere aperto|H64H17000110009|116500.0|44500.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Guarene|4101|Amministrazione Comunale|2017-12-15|2017-04-30|2017-07-07|COMUNE di Guarene|COMUNE|0041010002|CNIC85300B|CNEE85304L|GUARENE - FRAZ. VACCHERIA|||No|44.727338|8.044639|Efficentamento energetico|Cantiere aperto|B76J17000020001|98000.0|98000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Limone Piemonte|4110|Amministrazione Comunale|2017-12-15|2017-05-20|2019-08-31|COMUNE di Limone Piemonte|COMUNE|0041100001|CNIC81000D|CNEE81001G|LIMONE PIEMONTE - CAPOLUOGO|||No|44.200134000000006|7.578867999999999|Manutenzione straordinaria|Cantiere aperto|I74H17000070004|333951.37|333951.37
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Magliano Alfieri|4113|Amministrazione Comunale|2017-12-15|2017-06-01|2018-05-31|COMUNE di Magliano Alfieri|COMUNE|0041130004|CNIC82300G|CNEE82304R|F.EUSEBIO|||Si|44.767146000000004|8.067733|Nuova edificazione|Cantiere aperto|C17E17000000002|650000.0|600000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Mango|4115|Amministrazione Comunale|2017-09-30|2017-06-15|2017-08-31|COMUNE di Mango|COMUNE|0041150002|CNIC83700D|CNAA83705E|MANGO|||No|44.686246999999995|8.149448|Manutenzione|Concluso|D31E17000010004|26000.0|26000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Margarita|4118|Amministrazione Comunale|2017-12-15|2017-06-19|2017-07-29|COMUNE di Margarita|COMUNE|0041180001|CNIC80200E|CNEE80203P|MARGARITA-CAPOLUOGO|||No|44.402553000000005|7.6828|Manutenzione|Cantiere aperto|F66D17000010004|60000.0|60000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Monteu Roero|4140|Amministrazione Comunale|2017-10-15|2017-07-01|2017-08-31|COMUNE di Monteu Roero|COMUNE|0041400003|CNIC82200Q|CNEE822041|MONTEU ROERO-CAPOLUOGO|||No|44.780272|7.931078|Manutenzione straordinaria|Concluso|G16J17000040005|112000.0|70000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Narzole|4147|Amministrazione Comunale|2017-11-28|2017-06-20|2017-07-25|COMUNE di Narzole|COMUNE|0041470002|CNIC825007|CNEE82504C|NARZOLE - CAPOLUOGO|||No|44.595253|7.868788|Manutenzione straordinaria|Concluso|D84H17000110004|110000.0|105242.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Narzole|4147|Amministrazione Comunale|2017-11-28|2017-06-20|2017-07-25|COMUNE di Narzole|COMUNE|0041470001|CNIC825007|CNMM825029|CHERASCO SS NARZOLE|||No|44.595982|7.86875|Manutenzione straordinaria|Concluso|D84H17000120004|105000.0|100242.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Neive|4148|Amministrazione Comunale|2017-12-15|2017-07-01|2017-12-31|COMUNE di Neive|COMUNE|0041480009|CNIC83700D|CNMM83701E|NEIVE|||No|44.721362|8.120228|Adeguamento|Cantiere aperto|E94H17000000006|53000.0|53000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Novello|4152|Amministrazione Comunale|2017-12-15|2017-06-15|2017-09-15|COMUNE di Novello|COMUNE|0041520002|CNIC81900X|CNEE819023|NOVELLO - CAPOLUOGO|||No|44.590363|7.927992999999999|Adeguamento antincendio|Cantiere aperto|D4417000010009|51200.0|15200.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Paesana|4157|Amministrazione Comunale|2017-12-15|2017-06-01|2017-09-01|COMUNE di Paesana|COMUNE|0041570001|CNIC83500T|CNEE835032|PAESANA - CAPOLUOGO|||No|44.682663|7.277259|Miglioramento sismico|Cantiere aperto|C91E17000020004|195000.0|145000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Piobesi d`Alba|4168|Amministrazione Comunale|2017-10-15|2017-06-16|2017-08-31|COMUNE di Piobesi d`Alba|COMUNE|0041680001|CNIC818004|CNAA818033|PIOBESI D`ALBA  - CAPOLUOGO|||No|44.735284|7.9780169999999995|Efficentamento energetico|Concluso|E25I17000010004|270000.0|270000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Pocapaglia|4170|Amministrazione Comunale|2017-12-15|2017-05-15|2017-12-31|COMUNE di Pocapaglia|COMUNE|0041700003|CNIC820004|CNAA820044|POCAPAGLIA - CAP.|||No|44.719547999999996|7.887919999999999|Manutenzione|Cantiere aperto|E41E17000030004|136000.0|136000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Polonghera|4171|Amministrazione Comunale|2017-12-15|2018-03-26|2018-12-31|COMUNE di Polonghera|COMUNE|0041710000||||||Si|44.804543|7.582241000000001|Nuova edificazione|In approvazione|G27E17000000006|1250564.0|487867.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Revello|4180|Amministrazione Comunale|2017-12-15|2017-09-04|2017-10-31|COMUNE di Revello|COMUNE|0041800002|CNIC834002|CNEE834025|REVELLO - CAPOLUOGO|||No|44.65343|7.388269|Manutenzione straordinaria|Concluso|E56J17000010004|220000.0|220000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Revello|4180|Amministrazione Comunale|2017-12-15|2017-07-03|2017-07-28|COMUNE di Revello|COMUNE|0041800001|CNIC834002|CNAA83402X|REVELLO-CAPOLUOGO|||No|44.653506|7.388427|Manutenzione|Cantiere aperto|E56J17000020004|47000.0|47000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Rifreddo|4181|Amministrazione Comunale|2017-12-15|2017-06-15|2017-09-15|COMUNE di Rifreddo|COMUNE|0041810002|CNIC83500T|CNAA83501P|RIFREDDO-CAPOLUOGO|||No|44.651251|7.3498149999999995|Manutenzione straordinaria|Cantiere aperto|F64H17000080004|66140.0|66140.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Robilante|4185|Amministrazione Comunale|2017-10-15|2017-06-05|2017-07-14|COMUNE di Robilante|COMUNE|0041850002|CNIC81000D|CNEE81002L|ROBILANTE - CAPOLUOGO|||No|44.294084000000005|7.513160000000001|Efficentamento energetico|Concluso|H14E16001070004|90000.0|60000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Villafalletto|4244|Amministrazione Comunale|2017-10-15|2017-07-01|2017-08-31|COMUNE di Villafalletto|COMUNE|0042440002|CNIC84300R|CNEE843075|VILLAFALLETTO|||No|44.542809000000005|7.537064|Adeguamento|Concluso|E63J17000030004|116000.0|116000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Beinette|4016|Amministrazione comunale|2017-12-15|2017-06-30|2017-12-31|Beinette|COMUNE|0040160001||CNAA80201B|BEINETTE-CAPOLUOGO|||No|44.365675|7.644661999999999|Ristrutturazione|Cantiere aperto|E31E16000050001|346628.3|306000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Cherasco|4067|Amministrazione comunale|2017-12-15|2018-03-26|2018-11-30|Cherasco|COMUNE|0040673002||CNMM825018|"CHERASCO ""S.TARICCO"""|||No|44.650193|7.855572|Ristrutturazione|Start|B91B17000430004|40000.0|40000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Cherasco|4067|Amministrazione comunale|2017-12-15|2017-07-14|2017-12-31|Cherasco|COMUNE|0040673002||CNMM825018|"CHERASCO ""S.TARICCO"""|||No|44.650219|7.855948|Adeguamento impiantistica e/o antincendio|Cantiere aperto|B94H16001210002|83750.0|80000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Cherasco|4067|Amministrazione comunale|2017-12-15|2017-12-30|2020-07-31|Cherasco|COMUNE|0040670011||||||Si|44.657851|7.816269999999999|Ristrutturazione|Start|B97B16000350004|1055000.0|400000.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Demonte|4079|Amministrazione comunale|2017-12-15|2016-10-19|2017-12-31|Demonte|COMUNE|0040790001||CNEE80301C|DEMONTE - CAPOLUOGO|||No|44.315897|7.29254|Adeguamento impiantistica e/o antincendio|Cantiere aperto|C37B16000160004|47750.0|47750.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Demonte|4079|Amministrazione comunale|2017-12-15|2016-11-03|2017-12-31|Demonte|COMUNE|0040790001||CNEE80301C|DEMONTE - CAPOLUOGO|||No|44.315754|7.29299|Adeguamento impiantistica e/o antincendio|Cantiere aperto|C37B16000170004|50450.0|50450.0
#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Piemonte|Cuneo|Demonte|4079|Amministrazione comunale|2017-12-15|2017-06-05|2017-12-31|Demonte|COMUNE|0040790001||CNEE80301C|DEMONTE - CAPOLUOGO|||No|44.315718|7.2926470000000005|Miglioramento sismico|Cantiere aperto|C36J16000790004|150000.0|150000.0
