ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPERFICIEAREATOTALE, SPERFICIEAREALIBERA, VOLUME
201516,PGEE854019,0540390291,"1.480,00",-,"7.530,00"
201516,PGEE85402A,0540390279,"815,00","555,00","1.080,00"
201516,PGEE85403B,0540392559,"885,00",-,"3.460,00"
201516,PGEE85404C,0540390290,"1.495,00","1.050,00","5.255,00"
201516,PGEE85405D,0540390487,"1.260,00","390,00","2.830,00"
201516,PGEE856011,0540390281,"930,00","515,00","3.330,00"
201516,PGEE856022,0540390283,"2.930,00","2.080,00","7.095,00"
201516,PGEE856033,0540390284,"2.185,00","1.745,00","1.300,00"
201516,PGEE856044,0540390286,"645,00","480,00","1.360,00"
201516,PGEE856055,0540390287,"910,00","725,00","1.515,00"
201516,PGEE85801L,0540390024,"2.040,00","1.340,00","4.035,00"
201516,PGEE85801L,0540390671,"870,00","410,00","2.850,00"
201516,PGEE85802N,0540390267,"500,00",-,-
201516,PGEE85901C,0540390256,"1.370,00","880,00","4.630,00"
201516,PGEE85902D,0540390257,"2.038,00","1.168,00","4.900,00"
201516,PGEE86002N,0540182572,"800,00","550,00","1.500,00"
201516,PGEE86003P,0540180119,"2.000,00","660,00","14.320,00"
201516,PGEE86003P,0540182585,-,-,-
201516,PGEE86101C,0540180125,"5.500,00","3.600,00","18.922,00"
201516,PGEE86101C,0540180126,-,-,-
201516,PGEE86102D,0540182508,"6.560,00","5.813,00","2.667,00"
201516,PGEE86102D,0540182509,-,-,-
201516,PGEE86102D,0540182510,-,-,-
201516,PGEE862018,0540390277,"3.200,00",-,"13.000,00"
201516,PGEE862018,0540390957,"1.400,00","200,00","5.610,00"
201516,PGEE862029,0540390278,"638,00","223,00","3.100,00"
201516,PGEE863014,0540391032,"2.170,00","1.250,00","9.735,00"
201516,PGEE863025,0540390270,"420,00","170,00","1.915,00"
201516,PGEE86401X,0540390250,"3.885,00","3.450,00","2.600,00"
201516,PGEE86401X,0540392642,"6.705,00","5.340,00","19.800,00"
201516,PGEE864021,0540390002,"4.740,00","2.990,00","8.610,00"
201516,PGEE864032,0540390251,"1.750,00","1.230,00","2.715,00"
201516,PGEE86501Q,0540390260,"1.300,00","935,00","1.660,00"
201516,PGEE86502R,0540390497,"1.730,00","1.290,00","2.810,00"
201516,PGEE86503T,0540390262,"920,00","645,00","2.200,00"
201516,PGEE86503T,0540392640,"830,00","500,00","1.140,00"
201516,PGEE86601G,0540390016,"1.775,00","995,00","10.610,00"
201516,PGEE86602L,0540390258,"2.670,00","1.120,00","12.050,00"
201516,PGEE86701B,0540391033,"2.460,00","1.930,00","5.090,00"
201516,PGEE86702C,0540390028,"1.245,00","695,00","4.510,00"
201516,PGIC80600T,0540070326,"1.151,12","7.000,00","15.000,00"
201516,PGIC80700N,0540350564,"950,00",-,-
201516,PGIC80800D,0540570594,"4.626,00","3.476,00","10.598,00"
201516,PGIC809009,0540540470,"721,00","432,00","5.071,00"
201516,PGIC81000D,0540402711,"2.400,00","1.040,00","5.000,00"
201516,PGIC813001,0540100521,"2.625,00","300,00","4.485,00"
201516,PGIC81400R,0540280561,"2.340,00","1.284,00","8.400,00"
201516,PGIC81600C,0540370660,"6.000,00","4.450,00","9.600,00"
201516,PGIC817008,0540380425,"1.543,00",-,-
201516,PGIC82100X,0540120524,"1.720,00",-,-
201516,PGIC82200Q,0540490573,"1.548,00",-,-
201516,PGIC82300G,0540500440,"3.346,00","1.329,00","24.204,00"
201516,PGIC825007,0540130528,"7.624,00","4.844,00","8.820,00"
201516,PGIC82800P,0540340417,"220,00",-,-
201516,PGIC82900E,0540220151,"6.385,00","5.182,00","6.600,00"
201516,PGIC83000P,0540180117,"3.530,00","1.645,00","19.038,00"
201516,PGIC83100E,0540180541,"5.183,00","4.370,00","5.246,00"
201516,PGIC83200A,0540210543,"4.784,00","3.490,00","5.313,00"
201516,PGIC833006,0540010513,"13.337,00","9.740,00","20.987,00"
201516,PGIC834002,0540010514,"4.100,00","2.270,00","10.400,00"
201516,PGIC83500T,0540010296,"1.010,00",-,"14.140,00"
201516,PGIC83700D,0540180537,"6.090,00","2.228,00","24.063,00"
201516,PGIC838009,0540440570,"621,00",-,-
201516,PGIC840009,0540390505,"3.120,00","1.385,00","14.750,00"
201516,PGIC840009,0540392641,"3.750,00","2.400,00","6.400,00"
201516,PGIC842001,0540510575,"4.030,00","4.303,00","15.015,00"
201516,PGIC84300R,0540020515,"4.210,00",-,"20.141,00"
201516,PGIC84400L,0540510578,"3.800,00","7.099,00","16.779,00"
201516,PGIC84500C,0540300562,"2.663,00","1.973,00","5.725,00"
201516,PGIC84500C,0540302620,"2.000,00","1.480,00","250,00"
201516,PGIC847004,0540230384,"3.145,00","2.263,00","11.746,00"
201516,PGIC84800X,0540560591,"2.065,00",-,-
201516,PGIC84900Q,0540530584,"3.478,00",-,"3.510,00"
201516,PGIC85000X,0540040518,"1.720,00",-,"8.500,00"
201516,PGIC85100Q,0540390494,"615,00",-,"7.530,00"
201516,PGIC854007,0540390291,"1.480,00",-,"7.530,00"
201516,PGIC85800E,0540390671,"870,00","410,00","2.850,00"
201516,PGIC85900A,0540390006,"7.640,00","4.900,00","24.560,00"
201516,PGIC86000E,0540180119,"2.000,00","660,00","14.320,00"
201516,PGIC86100A,0540180125,"5.500,00","3.600,00","18.922,00"
201516,PGIC862006,0540390490,"3.145,00","1.295,00","18.290,00"
201516,PGIC86500N,0540390260,"1.300,00","935,00","1.660,00"
201516,PGIC86600D,0540390493,"1.811,00",-,-
201516,PGIC867009,0540391033,"2.460,00","1.930,00","5.090,00"
201516,PGIS00200P,0540230610,"3.301,00","1.658,00","24.488,00"
201516,PGIS00300E,0540270613,"7.022,00","5.668,00","6.315,00"
201516,PGIS00400A,0540121107,"3.915,00","3.027,00","16.409,00"
201516,PGIS01100D,0540520646,"12.145,00","8.237,00","29.537,00"
201516,PGIS013005,0540090653,"2.976,00","2.192,00","7.299,00"
201516,PGIS014001,0540560478,"10.766,00","8.184,00","29.629,00"
201516,PGIS018008,0540350655,"14.420,00","11.760,00","9.940,00"
201516,PGIS02400G,0540240157,"5.640,00","4.514,00","8.573,00"
201516,PGIS026007,0540510603,"695,00","695,00","11.948,00"
201516,PGIS027003,0540130662,"3.499,00","1.604,00","17.055,00"
201516,PGIS02800V,0540130617,"23.445,00","23.096,00","3.231,00"
201516,PGIS02900P,0540010665,"8.100,00","4.100,00","15.690,00"
201516,PGIS03100P,0540510666,"13.640,00","10.040,00","30.600,00"
201516,PGIS03300A,0540391112,"4.518,00","38.860,00","59.465,00"
201516,PGIS034006,0540240640,"6.900,00","5.270,00","6.246,00"
201516,PGIS034006,0540240661,"12.456,00","7.647,00","24.585,00"
201516,PGIS03600T,0540170535,"1.205,00","289,00","4.862,00"
201516,PGMM01600D,0540390493,"1.811,00",-,-
201516,PGMM05100R,0540090333,"1.500,00",-,-
201516,PGMM05100R,0540090520,"6.000,00",-,-
201516,PGMM111007,0540260404,"850,00","270,00",-
201516,PGMM111007,0540261016,"4.500,00","2.000,00","28.500,00"
201516,PGMM117006,0540270180,"3.440,00","2.580,00","8.500,00"
201516,PGMM117006,0540270411,"1.600,00","1.225,00","2.005,00"
201516,PGMM117006,0540270558,"6.500,00","3.152,00","11.440,00"
201516,PGMM117006,0540270560,"593,00","325,00","1.270,00"
201516,PGMM117006,0540271117,"1.114,00","787,00","800,00"
201516,PGMM117006,0540272509,"1.114,00","787,00","1.392,00"
201516,PGMM18600L,0540520581,"7.300,00","5.414,00","11.850,00"
201516,PGMM18600L,0540520582,"2.603,00","1.758,00","4.734,00"
201516,PGMM18601N,0540141085,"2.916,00","2.546,00","1.485,00"
201516,PGMM18602P,0540200531,"1.500,00","4.463,00","5.100,00"
201516,PGMM21300Q,0540130525,"7.391,00","4.693,00","13.382,00"
201516,PGMM21300Q,0540130526,"5.359,00","3.057,00","7.862,00"
201516,PGMM21300Q,0540132649,"5.359,00","3.057,00","6.481,00"
201516,PGMM21400G,0540240158,"9.590,00","7.070,00","29.662,00"
201516,PGMM21400G,0540242634,"2.758,00","2.311,00","2.000,00"
201516,PGMM80601V,0540310080,"290,00",-,-
201516,PGMM80602X,0540070326,"1.151,12","7.000,00","15.000,00"
201516,PGMM80702Q,0540350564,"950,00",-,-
201516,PGMM80804N,0540570486,"1.200,00","975,00","1.800,00"
201516,PGMM80804N,0540570594,"4.626,00","3.476,00","10.598,00"
201516,PGMM80901A,0540540470,"721,00","432,00","5.071,00"
201516,PGMM81001E,0540402711,"2.400,00","1.040,00","5.000,00"
201516,PGMM813012,0540100521,"2.625,00","300,00","4.485,00"
201516,PGMM813023,0540580522,"650,00","1.720,00","2.340,00"
201516,PGMM813045,0540481091,"561,00",-,"3.182,00"
201516,PGMM81401T,0540280561,"2.340,00","1.284,00","8.400,00"
201516,PGMM81401T,0540280676,"974,00",-,-
201516,PGMM81501N,0540010310,"750,00",-,-
201516,PGMM81602E,0540370423,"2.500,00","1.800,00","6.480,00"
201516,PGMM81604L,0540360338,"1.584,00","1.151,00","4.097,00"
201516,PGMM817019,0540550426,"2.400,00","1.000,00","5.550,00"
201516,PGMM817019,0540550586,"2.400,00","1.000,00","3.200,00"
201516,PGMM817019,0540550587,"2.400,00","1.000,00","400,00"
201516,PGMM81702A,0540382673,"3.360,00","520,00","8.200,00"
201516,PGMM821011,0540120524,"1.720,00",-,-
201516,PGMM82201R,0540490573,"1.548,00",-,-
201516,PGMM82202T,0540160436,"700,00","330,00","9.800,00"
201516,PGMM82203V,0540460550,"1.000,00","250,00","8.000,00"
201516,PGMM82204X,0540192510,"4.249,00","3.332,00","9.914,00"
201516,PGMM82301L,0540500574,"1.856,00",-,"17.744,00"
201516,PGMM825018,0540130528,"7.624,00","4.844,00","8.820,00"
201516,PGMM82801Q,0540341040,"450,00",-,-
201516,PGMM82802R,0540592608,-,-,-
201516,PGMM82901G,0540220151,"6.385,00","5.182,00","6.600,00"
201516,PGMM83001Q,0540180117,"3.530,00","1.645,00","19.038,00"
201516,PGMM83101G,0540180132,"1.700,00","1.150,00","3.850,00"
201516,PGMM83101G,0540180541,"5.183,00","4.370,00","5.246,00"
201516,PGMM83101G,0540182611,"5.183,00","4.370,00","1.257,00"
201516,PGMM83201B,0540210543,"4.784,00","3.490,00","5.313,00"
201516,PGMM833017,0540010513,"13.337,00","9.740,00","20.987,00"
201516,PGMM834013,0540010514,"4.100,00","2.270,00","10.400,00"
201516,PGMM83501V,0540010512,"6.510,00","4.210,00","23.000,00"
201516,PGMM83701E,0540180537,"6.090,00","2.228,00","24.063,00"
201516,PGMM83701E,0540182705,-,-,-
201516,PGMM83801A,0540440570,"621,00",-,-
201516,PGMM83801A,0540440572,"1.080,00",-,-
201516,PGMM83802B,0540110523,"4.541,00","3.647,00","3.932,00"
201516,PGMM84001A,0540390505,"3.120,00","1.385,00","14.750,00"
201516,PGMM841016,0540150364,"4.200,00",-,-
201516,PGMM841016,0540150532,"316,00",-,"6.249,00"
201516,PGMM841016,0540150533,"4.550,00","2.630,00","12.480,00"
201516,PGMM842012,0540510575,"4.030,00","4.303,00","15.015,00"
201516,PGMM842012,0540510580,"1.732,00","2.990,00","7.461,00"
201516,PGMM842023,0540050446,"4.540,00","4.425,00","4.266,00"
201516,PGMM84301T,0540020515,"4.210,00",-,"20.141,00"
201516,PGMM84401N,0540510576,"1.208,00","2.934,00","3.662,00"
201516,PGMM84401N,0540510577,"1.170,00","3.560,00","16.328,00"
201516,PGMM84401N,0540510578,"3.800,00","7.099,00","16.779,00"
201516,PGMM84501D,0540300562,"2.663,00","1.973,00","5.725,00"
201516,PGMM84502E,0540080145,"9.930,00","7.872,00","9.118,00"
201516,PGMM847015,0540231030,"8.075,00","5.476,00",-
201516,PGMM848011,0540332539,"10.641,00",-,"6.783,00"
201516,PGMM848022,0540560475,"1.483,00",-,-
201516,PGMM848022,0540560589,"2.065,00",-,-
201516,PGMM848022,0540560591,"2.065,00",-,-
201516,PGMM848022,0540560592,"400,00",-,-
201516,PGMM848033,0540410593,"14.495,00","2.105,00","8.360,00"
201516,PGMM848033,0540412588,-,-,-
201516,PGMM84901R,0540530584,"3.478,00",-,"3.510,00"
201516,PGMM84902T,0540030001,-,-,-
201516,PGMM84902T,0540030956,"450,00",-,-
201516,PGMM850011,0540040518,"1.720,00",-,"8.500,00"
201516,PGMM850022,0540060519,"6.465,00","3.017,00","14.096,00"
201516,PGMM85101R,0540390276,"3.000,00",-,"11.160,00"
201516,PGMM85101R,0540390494,"615,00",-,"7.530,00"
201516,PGMM85101R,0540390495,"5.490,00","5.243,00",-
201516,PGMM85101R,0540390500,"2.331,00","1.847,00","3.485,00"
201516,PGMM85301C,0540390040,"1.430,00","570,00","6.020,00"
201516,PGMM85301C,0540390283,"2.930,00","2.080,00","7.095,00"
201516,PGMM85301C,0540390295,"4.200,00",-,"17.500,00"
201516,PGMM85301C,0540390503,"798,00",-,-
201516,PGMM85301C,0540392560,"360,00","608,00","2.740,00"
201516,PGMM85301C,0540392643,"1.346,00","647,00","2.342,00"
201516,PGMM85901B,0540390006,"7.640,00","4.900,00","24.560,00"
201516,PGMM85901B,0540390007,"4.970,00","2.075,00","32.545,00"
201516,PGMM86001G,0540180536,"2.917,00","1.082,00","18.960,00"
201516,PGMM86001G,0540182584,-,-,"9.127,00"
201516,PGMM86101B,0540180538,"2.420,00","444,00","25.688,00"
201516,PGMM86101B,0540180539,-,-,-
201516,PGMM862017,0540390490,"3.145,00","1.295,00","18.290,00"
201516,PGMM862017,0540390491,"3.995,00","3.484,00",-
201516,PGMM863013,0540390265,"1.045,00","720,00","2.440,00"
201516,PGMM863013,0540390488,"2.140,00","1.250,00","10.750,00"
201516,PGMM863013,0540390496,"1.235,00","860,00","2.890,00"
201516,PGMM863013,0540391032,"2.170,00","1.250,00","9.735,00"
201516,PGMM86401V,0540390272,"410,00","110,00","2.380,00"
201516,PGMM86401V,0540392642,"6.705,00","5.340,00","19.800,00"
201516,PGMM86401V,0540392645,"2.675,00","2.010,00","7.780,00"
201516,PGMM86601E,0540390258,"2.670,00","1.120,00","12.050,00"
201516,PGMM86601E,0540390493,"1.811,00",-,-
201516,PGPC01000X,0540390596,"2.810,00","800,00","34.704,00"
201516,PGPC01000X,0540390597,"1.300,00","200,00","15.675,00"
201516,PGPC01000X,0540390651,"3.355,00","1.878,00","22.732,00"
201516,PGPC01801G,0540350655,"14.420,00","11.760,00","9.940,00"
201516,PGPC01801G,0540352633,-,-,-
201516,PGPC02401V,0540240157,"5.640,00","4.514,00","8.573,00"
201516,PGPC02601E,0540510603,"695,00","695,00","11.948,00"
201516,PGPC02601E,0540510607,"1.155,00",-,"10.400,00"
201516,PGPC04000Q,0540520601,"2.670,00","418,00","28.919,00"
201516,PGPC04000Q,0540520612,"991,00",-,"14.632,00"
201516,PGPC04000Q,0540522668,"5.796,00","3.705,00","10.144,00"
201516,PGPC05000A,0540130602,"180,00",-,"19.200,00"
201516,PGPC07000G,0540010650,"4.072,00",-,"16.360,00"
201516,PGPC07000G,0540012595,"1.520,00","1.275,00","1.622,00"
201516,PGPC09000R,0540180606,"3.245,00","950,00","16.979,00"
201516,PGPC09000R,0540180630,"9.123,00","4.077,00","88.305,00"
201516,PGPM010004,0540390605,"2.500,00","90,00","42.175,00"
201516,PGPM010004,0540392592,"2.500,00","90,00","42.175,00"
201516,PGPM08000A,0540341042,"14.906,00","13.376,00","11.035,00"
201516,PGPS002015,0540230610,"3.301,00","1.658,00","24.488,00"
201516,PGPS003011,0540270613,"7.022,00","5.668,00","6.315,00"
201516,PGPS00401R,0540121107,"3.915,00","3.027,00","16.409,00"
201516,PGPS010003,0540010001,"2.100,00",-,"4.270,00"
201516,PGPS01401B,0540560478,"10.766,00","8.184,00","29.629,00"
201516,PGPS02000N,0540180608,"11.564,00","9.188,00","7.174,00"
201516,PGPS02000N,0540180623,"1.536,00","1.016,00","6.760,00"
201516,PGPS02000N,0540182651,"11.564,00","9.188,00","9.745,00"
201516,PGPS02001P,0540070632,"23.500,00","18.720,00","5.300,00"
201516,PGPS02601N,0540510611,"770,00","540,00","1.310,00"
201516,PGPS02601N,0540512655,"770,00","310,00","412,50"
201516,PGPS030008,0540390609,"6.200,00","3.880,00","26.736,00"
201516,PGPS09000X,0540390614,"5.000,00","3.741,00","14.483,00"
201516,PGPS09000X,0540390616,"9.415,00","7.781,00","21.415,00"
201516,PGPS09000X,0540390617,"5.000,00","3.741,00","3.380,00"
201516,PGPS09000X,0540390619,"5.150,00","3.416,00","6.754,00"
201516,PGRA02801V,0540130616,"23.455,00","23.152,00","2.280,00"
201516,PGRA02801V,0540130617,"23.445,00","23.096,00","3.231,00"
201516,PGRA02801V,0540130618,"23.455,00","23.185,00","1.354,00"
201516,PGRC00201N,0540231019,"2.851,00","1.914,00","6.934,00"
201516,PGRC00301D,0540270627,"1.954,00","1.043,00","8.938,00"
201516,PGRC004019,0540120615,"942,00",-,"5.524,00"
201516,PGRC01401X,0540560478,"10.766,00","8.184,00","29.629,00"
201516,PGRC02901N,0540021028,"5.472,00","4.867,00","8.167,00"
201516,PGRC033019,0540390618,"5.150,00","3.416,00","8.370,00"
201516,PGRC033019,0540390625,"7.384,00","5.330,00","21.514,00"
201516,PGRC03351P,0540390625,"7.384,00","5.330,00","21.514,00"
201516,PGRC120003,0540210637,"6.000,00",-,"718,00"
201516,PGRC120003,0540211086,"6.000,00",-,"6.773,00"
201516,PGRC12050C,0540210637,"6.000,00",-,"718,00"
201516,PGRH01000R,0540510629,"10.489,00",-,"22.146,00"
201516,PGRH01000R,0540510648,"6.281,00","4.110,00","25.964,00"
201516,PGRH01000R,0540512667,"11.908,00","10.387,00","12.686,00"
201516,PGRH02000B,0540010309,"2.085,00","998,00","5.439,00"
201516,PGRH02000B,0540010320,"2.450,00","450,00","3.000,00"
201516,PGRH028013,0540130620,"18.876,00","15.685,00","24.523,00"
201516,PGRH028013,0540131051,"1.657,00",-,-
201516,PGRH02851C,0540130620,"18.876,00","15.685,00","24.523,00"
201516,PGRI011015,0540520635,"416,00",-,"7.051,00"
201516,PGRI01301R,0540090644,"3.740,00","2.681,00","5.902,00"
201516,PGRI02801E,0540130637,"4.231,00","2.247,00","19.610,00"
201516,PGRI02801E,0540130638,"1.898,00",-,"5.900,00"
201516,PGRI02801E,0540130639,"818,00",-,-
201516,PGRI02901A,0540010665,"8.100,00","4.100,00","15.690,00"
201516,PGRI03101A,0540510666,"13.640,00","10.040,00","30.600,00"
201516,PGRI033012,0540390642,"2.275,00","413,00","22.716,00"
201516,PGRI033012,0540391112,"4.518,00","38.860,00","59.465,00"
201516,PGRI03401T,0540240551,"19.272,00","15.871,00","23.823,00"
201516,PGRI03401T,0540240640,"6.900,00","5.270,00","6.246,00"
201516,PGRI03401T,0540242590,-,-,-
201516,PGRI03401T,0540242591,"4.506,00","3.304,00","10.818,00"
201516,PGRI210002,0540341042,"14.906,00","13.376,00","11.035,00"
201516,PGRI22000L,0540070632,"23.500,00","18.720,00","5.300,00"
201516,PGRI24000T,0540180630,"9.123,00","4.077,00","88.305,00"
201516,PGSD02401C,0540240555,"7.200,00","3.826,00","20.244,00"
201516,PGSD02401C,0540242678,"2.197,00","1.908,00","1.820,00"
201516,PGSD026025,0540511096,"1.866,00","289,00","18.150,00"
201516,PGSD026025,0540511097,"1.258,00","100,00","12.758,00"
201516,PGSD03000P,0540390492,"9.513,00","2.871,00","26.539,00"
201516,PGSD03000P,0540392596,"9.513,00","2.871,00","11.532,00"
201516,PGSD03000P,0540392597,"9.513,00","2.871,00","9.000,00"
201516,PGSD03601P,0540170535,"1.205,00","289,00","4.862,00"
201516,PGTA011019,0540520646,"12.145,00","8.237,00","29.537,00"
201516,PGTA011019,0540520647,"12.145,00","8.237,00","5.084,00"
201516,PGTA011019,0540522589,"12.145,00","8.237,00","3.812,00"
201516,PGTA020003,0540450078,"1.845,00","1.308,00","4.211,00"
201516,PGTD01000V,0540180647,"14.478,00","10.172,00","27.314,00"
201516,PGTD01000V,0540182650,"14.478,00","10.172,00","3.844,00"
201516,PGTD010508,0540180647,"14.478,00","10.172,00","27.314,00"
201516,PGTD01101Q,0540520657,"2.560,00","1.247,00","19.300,00"
201516,PGTD011515,0540520657,"2.560,00","1.247,00","19.300,00"
201516,PGTD01301B,0540090653,"2.976,00","2.192,00","7.299,00"
201516,PGTD01801E,0540350655,"14.420,00","11.760,00","9.940,00"
201516,PGTD01801E,0540352633,-,-,-
201516,PGTD027019,0540130649,"26.540,00","21.672,00","23.654,00"
201516,PGTD029011,0540010643,"8.250,00","5.975,00","14.776,00"
201516,PGTD031011,0540510648,"6.281,00","4.110,00","25.964,00"
201516,PGTD03401C,0540240551,"19.272,00","15.871,00","23.823,00"
201516,PGTD11000Q,0540390656,"22.708,00","14.732,00","54.725,00"
201516,PGTD12000A,0540260654,"900,00","105,00","5.154,00"
201516,PGTE01000A,0540390625,"7.384,00","5.330,00","21.514,00"
201516,PGTE01000A,0540390658,"11.195,00",-,"25.518,00"
201516,PGTF003013,0540270627,"1.954,00","1.043,00","8.938,00"
201516,PGTF010005,0540390659,"28.478,00","19.049,00","38.066,00"
201516,PGTF01301N,0540090644,"3.740,00","2.681,00","5.902,00"
201516,PGTF01401D,0540560478,"10.766,00","8.184,00","29.629,00"
201516,PGTF02701G,0540130649,"26.540,00","21.672,00","23.654,00"
201516,PGTF02801B,0540130662,"3.499,00","1.604,00","17.055,00"
201516,PGTF02801B,0540130663,"1.599,00","474,00","11.250,00"
201516,PGTF029017,0540010665,"8.100,00","4.100,00","15.690,00"
201516,PGTF031017,0540510666,"13.640,00","10.040,00","30.600,00"
201516,PGTF031017,0540511044,"10.670,00","9.690,00","10.715,00"
201516,PGTF03401P,0540240661,"12.456,00","7.647,00","24.585,00"
201516,PGTF040001,0540180664,"13.320,00","9.000,00","17.238,00"
201516,PGTF040001,0540180665,"13.320,00",-,"760,00"
201516,PGTF040001,0540180666,"13.320,00","9.000,00","2.322,00"
201516,PGTF040001,0540180667,"13.320,00","9.000,00","1.089,00"
201516,PGTF040001,0540180668,"13.320,00","9.000,00","7.530,00"
201516,PGTF040001,0540180669,"13.320,00","9.000,00","2.729,00"
201516,PGTF040001,0540180670,"13.320,00","9.000,00","22.286,00"
201516,PGTL00201B,0540230610,"3.301,00","1.658,00","24.488,00"
201516,PGVC010007,0540010001,"2.100,00",-,"4.270,00"
201516,PGVC03000C,0540512667,"11.908,00","10.387,00","12.686,00"
201516,PGVC040003,0540520646,"12.145,00","8.237,00","29.537,00"
201516,PIAA810013,0500330003,"4.212,00","2.700,00","4.960,00"
201516,PIAA810024,0500330002,"1.448,00","991,00","1.600,00"
201516,PIAA81101V,0500370002,"1.614,00","1.228,00","1.500,00"
201516,PIAA811031,0500370001,"5.290,00","4.197,00","3.996,00"
201516,PIAA81201P,0500030001,"1.394,00","720,00","4.864,00"
201516,PIAA81202Q,0500380001,"1.653,00","726,00","3.245,00"
201516,PIAA81203R,0500030002,"650,00","342,00","1.194,00"
201516,PIAA81301E,0500250002,"1.320,00","1.060,00","2.300,00"
201516,PIAA81302G,0500250001,"850,00","625,00","1.598,00"
201516,PIAA81303L,0500240001,"1.320,00","1.090,00","2.001,00"
201516,PIAA81304N,0500240002,"3.135,00","2.597,00","1.867,00"
201516,PIAA81401A,0500260049,"15.434,00","13.445,00","108.038,00"
201516,PIAA81402B,0500260031,"5.330,00","4.023,00","6.527,00"
201516,PIAA815016,0500010400,"891,00","630,00","977,00"
201516,PIAA815027,0500010100,"3.828,00","2.790,00","4.440,00"
201516,PIAA815038,0500020001,"4.000,00","3.000,00","4.000,00"
201516,PIAA815049,0500020002,"2.400,00",-,"5.216,40"
201516,PIAA816012,0500040001,"4.126,00","3.136,00","3.366,00"
201516,PIAA816012,0500040003,"4.484,00","3.810,00","2.224,00"
201516,PIAA816023,0500040002,"2.617,00","2.145,00","1.440,00"
201516,PIAA81701T,0500090003,"1.300,00","1.150,00","1.130,00"
201516,PIAA81702V,0500090001,"1.000,00","500,00","1.850,00"
201516,PIAA81801N,0500260044,"2.090,00","1.523,00","1.895,00"
201516,PIAA81901D,0500280001,"1.790,00","1.551,00","747,00"
201516,PIAA81902E,0500280401,"5.945,00","4.912,00","5.453,00"
201516,PIAA81903G,0500280002,"933,00","648,00","742,00"
201516,PIAA81904L,0500280103,"1.788,00","962,00","3.216,00"
201516,PIAA81905N,0500280003,"3.120,00","2.368,00","2.332,00"
201516,PIAA81906P,0500280400,"2.887,00",-,"4.647,00"
201516,PIAA82001N,0500290001,"720,00","472,00","947,00"
201516,PIAA82003Q,0500290401,"4.160,00","2.878,00","3.898,77"
201516,PIAA82004R,0500290002,"1.000,00","345,00","4.844,00"
201516,PIAA82004R,0500290100,"802,00",-,"3.490,39"
201516,PIAA82101D,0500260009,"4.239,00","3.473,00","3.551,00"
201516,PIAA82102E,0500260010,"4.080,00","2.792,00","11.351,00"
201516,PIAA82104L,0500260012,"2.657,00","1.941,00","7.132,00"
201516,PIAA822019,0500220004,"1.374,00","754,00","2.046,00"
201516,PIAA82202A,0500220003,"2.462,00","1.939,00","4.451,00"
201516,PIAA82203B,0500220500,"1.765,00","665,00","3.850,00"
201516,PIAA82204C,0500220001,"2.400,00","1.886,00","1.900,00"
201516,PIAA82205D,0500220007,"5.810,00","5.029,00","2.891,00"
201516,PIAA823015,0500100001,"1.060,00","790,00","2.050,00"
201516,PIAA823026,0500300001,"700,00",-,"4.642,00"
201516,PIAA823048,0500060001,"1.000,00","300,00","2.500,00"
201516,PIAA823059,0500200001,-,-,-
201516,PIAA824011,0500110401,"3.541,00","2.000,00","23.115,00"
201516,PIAA824022,0500270001,"2.190,00","1.520,00","2.479,00"
201516,PIAA824033,0500270004,"300,00",-,"550,00"
201516,PIAA824044,0500270002,"860,00","635,00","1.170,00"
201516,PIAA824055,0500210001,"950,00","420,00","1.810,00"
201516,PIAA82501R,0500350003,"1.950,00","1.590,00","1.310,00"
201516,PIAA82502T,0500350002,"5.067,00","4.477,00","1.770,00"
201516,PIAA82503V,0500350401,"6.056,00","5.100,00","3.720,00"
201516,PIAA82504X,0500350001,"1.950,00","1.480,00","1.600,00"
201516,PIAA825051,0500350004,"1.100,00","500,00","2.300,00"
201516,PIAA82601L,0500320003,"14.570,00","1.147,00","2.728,00"
201516,PIAA82602N,0500320401,"1.560,00","1.178,48","3.490,96"
201516,PIAA82603P,0500320004,"2.634,31","1.666,00","3.460,76"
201516,PIAA82604Q,0500320400,"10.119,00","8.767,98","5.127,53"
201516,PIAA82701C,0500320005,"5.215,00","4.685,00","1.872,00"
201516,PIAA82702D,0500320001,"5.850,00","4.650,00","3.960,00"
201516,PIAA82703E,0500320002,"5.616,00","4.659,31","2.630,46"
201516,PIAA828018,0500050001,"1.889,00","1.280,00","2.841,50"
201516,PIAA828029,0500160001,"1.200,00","918,00","1.243,00"
201516,PIAA82803A,0500360002,-,-,-
201516,PIAA829014,0500410001,"4.330,00","3.428,00","4.327,00"
201516,PIAA829025,0500140001,"900,00","338,00","1.967,00"
201516,PIAA829036,0500410002,"900,00","650,00","850,00"
201516,PIAA829047,0500140000,"795,00","590,00","830,00"
201516,PIAA829058,0500340001,"650,00",-,"1.125,00"
201516,PIAA829069,0500230001,"1.600,00","1.100,00","2.500,00"
201516,PIAA830018,0500120400,"1.084,00","574,00","4.735,00"
201516,PIAA830029,0500400002,"1.168,00","885,00","2.802,00"
201516,PIAA83005C,0500400001,"1.436,00","1.190,00","900,00"
201516,PIAA83006D,0500400100,"2.904,00","2.136,00","4.675,00"
201516,PIAA831014,0500260025,"3.914,00","310,00","3.091,00"
201516,PIAA831025,0500260027,"2.400,00","1.308,00","14.865,00"
