ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPERFICIEAREATOTALE, SPERFICIEAREALIBERA, VOLUME
201516,RAIS003007,0390120227,"5.322,00","2.681,00","24.602,00"
201516,RAIS003007,0390120228,"865,00",-,"4.300,00"
201516,RAIS003007,0390120241,"13.810,00","9.765,00","11.038,00"
201516,RAIS00700E,0390100225,"4.044,00","1.076,00","31.071,00"
201516,RAMM802018,0390140087,"11.118,00","8.408,00","20.027,00"
201516,RAMM802018,0390140159,"8.411,00","5.940,00","17.120,00"
201516,RAMM80401X,0390020099,"3.226,00","633,00","10.160,00"
201516,RAMM80401X,0390020173,"6.751,00","3.568,00","10.301,00"
201516,RAMM80501Q,0390160381,"640,00","5.845,00","7.000,00"
201516,RAMM80601G,0390130197,"10.674,00","8.891,00","17.117,00"
201516,RAMM80602L,0390030150,"4.060,00","2.978,09","11.221,02"
201516,RAMM80603N,0390170151,"5.166,00","3.910,00","13.441,00"
201516,RAMM808028,0390080182,"7.038,00","5.000,00","11.380,00"
201516,RAMM808028,0390080183,"2.922,00","2.200,00","4.888,00"
201516,RAMM808028,0390080184,"6.306,00","5.060,00","7.283,00"
201516,RAMM809013,0390100186,"4.312,00","2.377,00","16.876,00"
201516,RAMM810017,0390140160,"9.628,90","7.393,10","11.760,00"
201516,RAMM811013,0390140162,"12.840,00","8.624,00","22.993,00"
201516,RAMM81201V,0390010095,"16.650,00","12.120,00","30.850,00"
201516,RAMM81201V,0390010172,"4.050,00","2.780,00","9.843,00"
201516,RAMM81301P,0390090185,"6.193,00","4.562,00","11.550,00"
201516,RAMM81401E,0390120140,"6.560,00","4.374,00","3.887,00"
201516,RAMM81401E,0390120141,"6.560,00","4.374,00","12.080,00"
201516,RAMM81401E,0390120195,"6.560,00","5.445,00","8.920,00"
201516,RAMM81501A,0390120193,"11.000,00","8.750,00","16.000,00"
201516,RAMM816016,0390150199,"4.500,00",-,"14.000,00"
201516,RAMM816027,0390050153,"2.000,00","1.230,00","1.245,00"
201516,RAMM817012,0390100121,"5.435,00","4.035,00","5.883,00"
201516,RAMM817012,0390100187,"17.232,00","13.086,00","26.953,00"
201516,RAMM817012,0390100438,"17.232,00","13.086,00","13.167,00"
201516,RAMM81801T,0390060178,"2.817,00",-,-
201516,RAMM81802V,0390180179,"6.274,00","4.457,00","13.700,00"
201516,RAMM81901N,0390140052,"12.676,00","9.955,00","9.945,00"
201516,RAMM81901N,0390140168,"13.230,00","10.505,00","17.583,90"
201516,RAMM81901N,0390140169,"9.036,00","7.496,00","12.304,30"
201516,RAMM82001T,0390140377,"10.128,00","6.386,00","36.620,00"
201516,RAMM82101N,0390110191,"4.640,00","3.690,00","9.500,00"
201516,RAMM82101N,0390110409,"2.596,00","1.615,00","2.175,00"
201516,RAMM82201D,0390100190,"4.738,00","2.778,00","9.475,00"
201516,RAMM823019,0390100188,"8.335,00","5.899,00","9.833,00"
201516,RAMM823019,0390100189,"1.786,00","5.160,00","4.906,00"
201516,RAMM824015,0390140242,"1.717,50","712,00","8.428,00"
201516,RAMM825011,0390140410,"14.718,00","9.801,00","37.658,00"
201516,RAMM82601R,0390140080,"14.154,00","9.437,00","24.712,00"
201516,RAMM82701L,0390140164,"5.036,00","3.331,00","25.696,00"
201516,RAMM82801C,0390140171,"2.112,00","1.330,00","7.880,00"
201516,RAMM829018,0390070180,"12.854,00","9.664,00","24.350,00"
201516,RAMM83001C,0390070180,"12.854,00","9.664,00","24.350,00"
201516,RAPC01000L,0390140156,"3.527,00","1.082,00","5.920,00"
201516,RAPC01000L,0390140157,"3.527,00","1.082,00","25.744,00"
201516,RAPC01000L,0390140245,"27.143,00","18.522,00","38.442,00"
201516,RAPC04000C,0390100202,"3.950,00",-,"40.418,00"
201516,RAPC04000C,0390100207,"10.912,00","4.821,00","25.000,00"
201516,RAPC04000C,0390100210,"10.912,00","4.821,00","10.740,00"
201516,RAPC04000C,0390100211,"10.912,00","4.821,00","28.600,00"
201516,RAPC04000C,0390100231,"3.429,00","954,00","34.697,00"
201516,RAPS01000Q,0390140167,"24.343,00","18.757,00","27.692,00"
201516,RAPS01000Q,0390140206,"3.299,00","1.164,00","20.093,00"
201516,RAPS030001,0390120208,"5.150,00","2.830,00","17.180,00"
201516,RAPS030001,0390120209,"5.150,00","2.830,00","1.300,00"
201516,RAPS030001,0390120240,"13.810,00","9.765,00","22.484,00"
201516,RARC003016,0390120203,"3.368,00","1.535,00","15.479,00"
201516,RARC00351G,0390120203,"3.368,00","1.535,00","15.479,00"
201516,RARC060009,0390100209,"132.100,00","129.600,00","7.729,00"
201516,RARC060009,0390100212,"1.306,00","9.895,00","33.669,00"
201516,RARC06050P,0390100209,"132.100,00","129.600,00","7.729,00"
201516,RARC07000X,0390140215,"4.432,00","2.022,00","14.555,00"
201516,RARC07000X,0390140230,"17.415,00","13.132,00","40.420,00"
201516,RARH01000D,0390070221,"17.142,00","12.390,00","30.689,00"
201516,RARH020004,0390150223,"2.412,00","1.097,00","6.516,00"
201516,RARH020004,0390150224,"5.014,00","3.000,00","5.140,00"
201516,RARH020004,0390150225,"6.993,00","4.775,00","9.199,00"
201516,RARI007016,0390100213,"2.768,00","1.190,00","15.431,00"
201516,RARI007016,0390100225,"4.044,00","1.076,00","31.071,00"
201516,RARI007016,0390100246,"4.445,00","1.517,00","21.603,00"
201516,RASL020007,0390140204,"4.832,00","2.132,00","25.908,00"
201516,RASL020007,0390140233,"1.664,00","608,00","5.726,00"
201516,RATD00301D,0390120240,"13.810,00","9.765,00","22.484,00"
201516,RATD01000G,0390100239,"7.474,00","3.876,00","35.944,00"
201516,RATD010512,0390100239,"7.474,00","3.876,00","35.944,00"
201516,RATD03000R,0390140167,"24.343,00","18.757,00","27.692,00"
201516,RATD03000R,0390140241,"4.898,00","1.972,00","21.261,00"
201516,RATD030506,0390140241,"4.898,00","1.972,00","21.261,00"
201516,RATF007013,0390100246,"4.445,00","1.517,00","21.603,00"
201516,RATF01000T,0390140245,"27.143,00","18.522,00","38.442,00"
201516,RATF01000T,0390140246,"27.143,00","18.522,00","27.090,00"
201516,RATF01000T,0390140247,"27.143,00","18.522,00","20.254,00"
201516,RATL02000L,0390140167,"24.343,00","18.757,00","27.692,00"
201516,RATL02000L,0390140238,"111.049,00","106.961,00","26.387,00"
201516,RCAA802019,0800711125,-,-,-
201516,RCAA80202A,0800710183,"239,00",-,"836,50"
201516,RCAA80204C,0800710185,"251,60",-,"759,40"
201516,RCAA804022,0800830187,-,-,-
201516,RCAA804077,0800631103,-,-,-
201516,RCAA804088,0800631104,-,-,-
201516,RCAA805051,0800630031,-,-,-
201516,RCAA805062,0800631096,-,-,-
201516,RCAA806125,0800630039,-,-,-
201516,RCAA80703E,0800630025,-,-,-
201516,RCAA809047,0800631153,-,-,-
201516,RCAA810018,0800140066,-,-,-
201516,RCAA81004B,0800010570,-,-,-
201516,RCAA812032,0800530480,-,-,-
201516,RCAA81301Q,0800450982,"2.100,00","1.500,00","2.028,00"
201516,RCAA81304V,0800450456,-,"1.113,00","1.992,20"
201516,RCAA81305X,0800440444,-,-,-
201516,RCAA81401G,0800740228,"2.240,00","1.090,00","4.100,00"
201516,RCAA81402L,0800120063,-,-,-
201516,RCAA81402L,0800121725,-,-,-
201516,RCAA81502C,0800050319,-,-,-
201516,RCAA81503D,0800050049,-,-,-
201516,RCAA81504E,0800260320,"13.400,00",-,-
201516,RCAA81505G,0800231671,-,-,-
201516,RCAA81507N,0800230163,-,-,"17.990,77"
201516,RCAA81508P,0800081701,-,-,-
201516,RCAA81509Q,0800080336,-,-,-
201516,RCAA816028,0800360098,"1.400,00","1.130,00","1.217,00"
201516,RCAA81607D,0800361115,"392,00","137,00","1.214,00"
201516,RCAA81608E,0800360102,"1.390,00","1.164,11","1.976,54"
201516,RCAA817013,0800310389,"7.247,00","3.986,00","20.360,00"
201516,RCAA817024,0800840096,"1.955,00","1.695,00","280,00"
201516,RCAA81901P,0800810962,-,-,-
201516,RCAA81902Q,0800890961,-,-,-
201516,RCAA81903R,0800480989,-,-,-
201516,RCAA82104T,0800861001,-,-,-
201516,RCAA82105V,0800570149,-,-,-
201516,RCAA82106X,0800570150,-,-,-
201516,RCAA821071,0800570152,"5.700,00","970,00","21.400,00"
201516,RCAA82301A,0800460105,"1.900,00","1.450,00","1.350,00"
201516,RCAA82305E,0800370107,-,-,-
201516,RCAA825012,0800970001,-,-,"1.995,00"
201516,RCAA825023,0800690181,-,-,-
201516,RCAA825023,0800691062,"3.720,00","2.580,00","2.060,00"
201516,RCAA825034,0800691064,-,-,-
201516,RCAA825045,0800690532,"3.500,00","1.600,00",-
201516,RCAA826108,0800251234,-,-,-
201516,RCAA82612A,0800250076,-,-,-
201516,RCAA82615D,0800250081,-,-,-
201516,RCAA82616E,0800250075,-,-,-
201516,RCAA82902A,0800521204,"2.820,00","2.020,20","2.122,27"
201516,RCAA82905D,0800641243,-,-,-
201516,RCAA82905D,0800641244,-,-,-
201516,RCAA832015,0800510670,-,-,-
201516,RCAA832026,0800950219,-,-,-
201516,RCAA832037,0800550147,-,-,-
201516,RCAA83401R,0800180067,-,-,-
201516,RCAA83402T,0800180068,-,-,-
201516,RCAA83403V,0800180069,-,-,-
201516,RCAA83404X,0800770361,-,-,-
201516,RCAA834051,0800340701,-,-,-
201516,RCAA83501L,0800850189,"427,00","1.596,00","1.494,00"
201516,RCAA83502N,0800850558,-,-,"1.017,00"
201516,RCAA83503P,0800850191,"1.299,00","1.019,00","924,00"
201516,RCAA83505R,0800850193,"1.760,00","751,00",-
201516,RCAA83705C,0800600170,-,-,-
201516,RCAA83901X,0800400118,-,-,-
201516,RCAA839065,0800390113,"1.800,00","1.300,00","1.650,00"
201516,RCAA839076,0800390114,-,-,-
201516,RCAA839087,0800390117,-,-,-
201516,RCAA84201Q,0800630971,-,-,-
201516,RCAA84202R,0800630970,-,-,-
201516,RCAA84302L,0800070994,-,-,"8.472,87"
201516,RCAA84303N,0800071131,-,-,-
201516,RCAA84401B,0800090620,"2.707,00","2.011,00","3.132,00"
201516,RCAA84504A,0800120056,-,-,-
201516,RCAA84504A,0800121668,-,-,-
201516,RCAA84505B,0800120057,-,-,-
201516,RCAA84506C,0800120058,-,-,-
201516,RCAA84506C,0800121669,-,-,-
201516,RCAA846013,0800270082,-,-,-
201516,RCAA846024,0800270083,-,-,-
201516,RCAA846035,0800270375,-,-,-
201516,RCAA84701V,0800280089,-,-,"2.400,00"
201516,RCAA84702X,0800280085,-,-,-
201516,RCAA847031,0800281125,"2.800,00",-,"1.900,00"
201516,RCAA847042,0800280088,"2.900,00",-,"3.146,30"
201516,RCAA84801P,0800420125,-,-,-
201516,RCAA84803R,0800350654,-,-,-
201516,RCAA84901E,0800490139,"2.500,00","2.050,00","1.530,00"
201516,RCAA85001P,0800610174,-,-,-
201516,RCAA85002Q,0800610171,-,-,-
201516,RCAA85003R,0800610172,"2.577,00","2.297,00","2.138,00"
201516,RCAA85103L,0800650521,-,-,-
201516,RCAA85104N,0800650986,-,-,-
201516,RCAA85105P,0800650983,-,-,-
201516,RCAA85201A,0800130065,-,-,-
201516,RCAA85202B,0800560348,-,-,-
201516,RCAA85203C,0800290383,-,-,-
201516,RCAA85204D,0800290093,-,-,"1.555,00"
201516,RCAA853027,0800430129,-,-,-
201516,RCAA853049,0800820566,"600,00","200,00","1.200,00"
201516,RCAA85305A,0800430130,-,-,-
201516,RCAA85306B,0800430131,-,-,-
201516,RCAA854012,0800670176,-,-,-
201516,RCAA854023,0800671213,-,-,-
201516,RCAA85501T,0800960221,-,-,-
201516,RCAA85502V,0800960220,-,-,-
201516,RCAA85503X,0800960222,-,-,-
201516,RCAA855041,0800960223,-,-,-
201516,RCAA85702E,0800630014,-,-,-
201516,RCAA85702E,0800630015,-,-,-
201516,RCAA858019,0800690179,-,-,-
201516,RCAA85802A,0800690180,"385,00","1.320,00","1.870,00"
201516,RCAA859015,0800380974,-,-,-
201516,RCAA859026,0800380398,-,-,-
201516,RCAA859037,0800380112,-,-,-
201516,RCAA860019,0800500141,-,-,-
201516,RCAA86002A,0800500142,-,-,-
201516,RCAA86003B,0800501098,-,-,-
201516,RCAA86004C,0800500465,-,-,"1.299,66"
201516,RCAA861015,0800570153,-,-,-
201516,RCAA861026,0800570156,-,-,-
201516,RCAA861037,0800570157,-,-,-
201516,RCAA861048,0800570158,-,-,-
201516,RCAA861059,0800570160,-,-,-
201516,RCAA862011,0800380110,-,-,-
201516,RCAA862033,0800380772,-,-,-
201516,RCAA86301R,0800610175,-,-,-
201516,RCAA86302T,0800610173,-,-,-
201516,RCAA86401L,0800930208,-,-,-
201516,RCAA86402N,0800930210,-,-,-
201516,RCAA86403P,0800930212,-,-,-
201516,RCAA86404Q,0800930213,-,-,-
201516,RCAA86501C,0800880573,"2.620,00","1.960,00","2.775,00"
201516,RCAA86502D,0800880572,"2.700,00","1.825,00","3.200,00"
201516,RCAA86504G,0800880199,"440,00","200,00","1.608,00"
201516,RCAA866018,0800881150,"2.680,00","1.765,00","3.000,00"
201516,RCAA866029,0800880632,"2.200,00","990,00","5.450,00"
201516,RCAA86603A,0800880634,"3.130,00","2.400,00","3.285,00"
201516,RCAA86604B,0800880635,"2.320,00","1.710,00","2.220,00"
201516,RCAA867014,0800631100,-,-,-
201516,RCAA867025,0800631101,-,-,-
201516,RCAA86801X,0800630007,-,-,-
201516,RCAA868021,0800630008,-,-,-
201516,RCAA868032,0800630010,-,-,-
201516,RCAA868043,0800631094,-,-,-
201516,RCAA868043,0800631171,-,-,-
201516,RCAA868054,0800631093,-,-,-
201516,RCAA86901Q,0800630030,-,-,-
201516,RCAA86903T,0800630027,-,-,-
201516,RCAA86903T,0800631178,-,-,-
201516,RCAA87001X,0800630001,-,-,-
201516,RCAA87101Q,0800630016,-,-,-
201516,RCAA87102R,0800630017,-,-,-
201516,RCAA87103T,0800630018,-,-,-
201516,RCAA87104V,0800630019,-,-,-
201516,RCAA87105X,0800630020,-,-,-
201516,RCAA87202L,0800630963,-,-,-
201516,RCAA874017,0800930217,-,-,-
201516,RCAA874039,0800930216,-,-,-
201516,RCAA87404A,0800930211,-,-,-
201516,RCAA875068,0800630042,-,-,-
201516,RCAA875079,0800630033,-,-,-
201516,RCAA87602X,0800101161,-,-,-
201516,RCEE00601V,0800630252,-,-,-
201516,RCEE80201E,0800710692,-,-,-
201516,RCEE80203L,0800710546,"432,50",-,"2.968,50"
201516,RCEE80206Q,0800280086,-,-,"18.200,00"
201516,RCEE804038,0800800552,-,-,-
201516,RCEE804049,0800830553,-,-,-
201516,RCEE80409E,0800631090,-,-,-
201516,RCEE80410L,0800631091,-,-,-
201516,RCEE80411N,0800631092,-,-,-
201516,RCEE805012,0800630235,-,-,"1.824,00"
201516,RCEE805078,0800630290,-,-,-
201516,RCEE805089,0800630291,"2.870,00","1.508,00",-
201516,RCEE80616E,0800630307,-,-,-
201516,RCEE807104,0800630284,-,-,-
201516,RCEE807126,0800630232,-,-,-
201516,RCEE807137,0800630234,-,-,-
201516,RCEE80801D,0800540144,"1.800,00","637,00","4.884,00"
201516,RCEE80802E,0800540490,-,-,-
201516,RCEE80803G,0800540492,-,-,-
201516,RCEE809019,0800630253,-,-,-
201516,RCEE81001D,0800140351,-,-,"9.738,00"
201516,RCEE81002E,0800140350,-,-,-
201516,RCEE81006P,0800330353,-,-,-
201516,RCEE81008R,0800010569,-,-,-
201516,RCEE812037,0800530227,-,-,-
201516,RCEE813011,0800450453,-,-,-
201516,RCEE813033,0800450981,-,-,-
201516,RCEE813044,0800450456,-,"1.113,00","1.992,20"
201516,RCEE813055,0800440444,-,-,-
201516,RCEE81401R,0800740591,-,-,-
201516,RCEE81402T,0800120342,-,-,-
201516,RCEE81501L,0800050313,-,-,-
201516,RCEE81502N,0800050315,-,-,-
201516,RCEE81506T,0800050048,-,-,-
201516,RCEE81507V,0800260047,-,-,-
201516,RCEE81508X,0800230512,-,-,-
201516,RCEE815091,0800231694,-,-,-
201516,RCEE815103,0800230513,-,-,-
201516,RCEE815114,0800080339,-,-,-
201516,RCEE815125,0800080061,-,-,-
201516,RCEE815136,0800080335,-,-,"2,80"
201516,RCEE81601C,0800040581,"1.250,00","650,00","2.450,00"
201516,RCEE81602D,0800040097,-,-,-
201516,RCEE81603E,0800360101,"865,00",-,"3.261,00"
201516,RCEE81604G,0800360392,"883,00","507,00","1.750,00"
201516,RCEE81607P,0800360102,"1.390,00","1.164,11","1.976,54"
201516,RCEE81608Q,0800200564,-,-,-
201516,RCEE81608Q,0800201670,-,-,-
201516,RCEE81608Q,0800201713,-,-,-
201516,RCEE81703A,0800310389,"7.247,00","3.986,00","20.360,00"
201516,RCEE81704B,0800840390,-,-,"3.700,00"
201516,RCEE81901X,0800810536,-,-,"1.800,00"
201516,RCEE819032,0800890539,"1.025,00","542,00","3.580,00"
201516,RCEE819043,0800480998,-,-,-
201516,RCEE821021,0800861001,-,-,-
201516,RCEE821032,0800860990,-,-,-
201516,RCEE821065,0800570152,"5.700,00","970,00","21.400,00"
201516,RCEE82301G,0800460625,-,-,-
201516,RCEE82305Q,0800370394,-,-,-
201516,RCEE825017,0800970002,-,-,"6.705,00"
201516,RCEE825028,0800690533,"2.500,00","1.400,00","460,00"
201516,RCEE825039,0800690181,-,-,-
201516,RCEE825039,0800690532,"3.500,00","1.600,00",-
201516,RCEE825039,0800691062,"3.720,00","2.580,00","2.060,00"
201516,RCEE826013,0800251233,-,-,-
201516,RCEE82611E,0800250071,-,-,-
201516,RCEE82613L,0800250753,-,-,"4.426,00"
201516,RCEE82614N,0800251290,-,-,-
201516,RCEE82902G,0800520474,"6.000,00","3.760,00","4.370,00"
201516,RCEE82903L,0800521205,-,-,-
201516,RCEE82904N,0800640526,-,-,-
201516,RCEE82905P,0800641243,-,-,-
201516,RCEE82905P,0800641244,-,-,-
201516,RCEE82906Q,0800591236,-,-,-
201516,RCEE83201A,0800510581,-,-,-
201516,RCEE83203C,0800950583,-,-,-
201516,RCEE83204D,0800550494,"10.020,00","7.654,00","14.500,00"
201516,RCEE83204D,0800550498,-,-,-
201516,RCEE83205E,0800550495,-,-,-
201516,RCEE83206G,0800550496,-,-,-
201516,RCEE83207L,0800550497,-,-,-
201516,RCEE83208N,0800780499,"1.092,00","382,00","9.860,00"
201516,RCEE834012,0800180356,-,-,-
201516,RCEE834023,0800180357,-,-,-
201516,RCEE834034,0800770360,-,-,-
201516,RCEE834056,0800340358,-,-,-
201516,RCEE83501T,0800850193,"1.760,00","751,00",-
201516,RCEE83502V,0800850555,-,-,-
201516,RCEE83503X,0800850556,"1.689,00","1.206,00","1.965,00"
201516,RCEE83701D,0800600170,-,-,-
201516,RCEE83908C,0800400418,-,-,"400,00"
201516,RCEE83910G,0800400414,-,-,-
201516,RCEE83911L,0800401140,-,-,-
201516,RCEE83912N,0800390406,-,-,-
201516,RCEE83912N,0800391288,-,-,-
201516,RCEE83913P,0800470408,"1.550,00","1.425,00","1.265,00"
201516,RCEE83914Q,0800720409,-,-,-
201516,RCEE83914Q,0800721087,"1.160,00","700,00","1.056,00"
201516,RCEE83915R,0800390403,-,-,-
201516,RCEE83916T,0800390405,-,-,-
201516,RCEE841015,0800060321,-,-,-
201516,RCEE841059,0800730053,-,-,-
201516,RCEE84108C,0800730329,"1.370,00","910,00","2.070,00"
201516,RCEE84301R,0800070965,-,-,-
201516,RCEE84302T,0800070994,-,-,"8.472,87"
201516,RCEE84303V,0800071131,-,-,-
201516,RCEE84304X,0800070952,-,-,-
201516,RCEE843051,0800070955,-,-,-
201516,RCEE84401L,0800090553,"5.756,00","3.279,88","4.443,32"
201516,RCEE84403P,0800210560,"5.000,00",-,"2.700,00"
201516,RCEE84405R,0800790563,-,-,-
201516,RCEE84504G,0800120340,-,-,-
201516,RCEE84505L,0800120056,-,-,-
201516,RCEE84505L,0800121668,-,-,-
201516,RCEE84505L,0800121692,-,-,-
201516,RCEE84506N,0800120059,-,-,-
201516,RCEE84506N,0800121729,-,-,-
201516,RCEE846018,0800270374,-,-,-
201516,RCEE846029,0800270375,-,-,-
201516,RCEE847014,0800280089,-,-,"2.400,00"
201516,RCEE848021,0800420130,-,-,-
201516,RCEE848021,0800420423,-,-,-
201516,RCEE848043,0800420425,-,-,-
201516,RCEE848065,0800870429,"1.852,00","1.122,00","4.600,00"
201516,RCEE848098,0800350393,-,-,-
201516,RCEE84810A,0800350104,-,-,-
201516,RCEE84901Q,0800490459,"1.032,00",-,"7.000,00"
201516,RCEE84902R,0800490460,"487,00",-,"4.577,00"
201516,RCEE85001X,0800610517,-,-,-
201516,RCEE850032,0800610516,-,-,-
201516,RCEE85101Q,0800650988,"733,00",-,"5.503,00"
201516,RCEE85101Q,0800650989,-,-,-
201516,RCEE85102R,0800650520,-,-,"1.455,00"
201516,RCEE85103T,0800650521,-,-,-
201516,RCEE85105X,0800650525,-,-,"1.598,00"
201516,RCEE85202L,0800130762,-,-,-
201516,RCEE85203N,0800560968,"4.640,00","3.640,00","3.200,00"
201516,RCEE85204P,0800290091,-,-,-
201516,RCEE85205Q,0800290384,-,-,"1.555,00"
201516,RCEE85302C,0800620439,-,-,-
201516,RCEE85303D,0800820621,-,-,-
201516,RCEE85304E,0800431089,-,-,-
201516,RCEE85305G,0800431146,-,-,"2.820,00"
201516,RCEE85306L,0800430434,-,-,-
201516,RCEE85308P,0800430437,-,-,-
201516,RCEE854017,0800670528,-,-,"3.225,00"
201516,RCEE854028,0800670177,-,-,-
201516,RCEE855013,0800960586,-,-,-
201516,RCEE855024,0800960584,"1.990,00",-,"11.844,00"
201516,RCEE855035,0800960585,-,-,-
201516,RCEE855046,0800960589,"2.280,00","1.935,00","4.140,00"
201516,RCEE85701P,0800630266,-,-,-
201516,RCEE85702Q,0800630269,-,-,-
201516,RCEE85801E,0800690534,-,"3.300,00","9.450,00"
201516,RCEE85901A,0800380957,-,-,-
201516,RCEE85902B,0800380398,-,-,-
201516,RCEE85903C,0800380112,-,-,-
201516,RCEE86001E,0800500461,-,-,-
201516,RCEE86001E,0800500743,"1.850,00","1.400,00","3.100,00"
201516,RCEE86002G,0800500462,"1.200,00","922,00","945,00"
201516,RCEE86003L,0800500466,"1.295,00","1.045,00","825,00"
201516,RCEE86004N,0800500467,-,-,-
201516,RCEE86005P,0800500469,-,-,-
201516,RCEE86101A,0800570500,-,-,-
201516,RCEE86102B,0800570503,-,-,-
201516,RCEE86103C,0800570505,-,-,-
201516,RCEE862016,0800380956,-,-,-
201516,RCEE862027,0800380401,-,-,-
201516,RCEE862038,0800380402,-,-,-
201516,RCEE863012,0800610175,-,-,-
201516,RCEE863023,0800610515,-,-,-
201516,RCEE86401T,0800930577,-,-,-
201516,RCEE86501N,0800020558,-,-,-
201516,RCEE86501N,0800021707,-,-,-
201516,RCEE86502P,0800880775,"7.800,00","5.544,00","1.350,00"
201516,RCEE86503Q,0800880570,"1.430,00","933,00","1.872,00"
201516,RCEE86504R,0800880199,"440,00","200,00","1.608,00"
201516,RCEE86602E,0800881150,"2.680,00","1.765,00","3.000,00"
201516,RCEE86603G,0800880633,"1.530,00","980,00","1.925,00"
201516,RCEE86604L,0800880574,"2.700,00","1.200,00","14.550,00"
201516,RCEE86605N,0800880636,"1.850,00","1.580,00","1.026,00"
201516,RCEE86606P,0800880635,"2.320,00","1.710,00","2.220,00"
201516,RCEE86607Q,0800880634,"3.130,00","2.400,00","3.285,00"
201516,RCEE867019,0800630243,-,-,-
201516,RCEE86702A,0800630244,-,-,-
201516,RCEE868015,0800630245,-,-,-
