ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPAZIDIDATTICI, AULAMAGNA, MENSA, PALESTRAPISCINA, SPAZIAMMINISTRATIVI
201516,VRMM8AA01V,0230041117,Non Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRMM8AA01V,0230041119,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VRMM8AA02X,0230693147,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRMM8AA02X,0230693150,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRMM8AA02X,0230693151,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRMM8AD01A,0230711128,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRMM8AD01A,0230711129,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRMM8AD01A,0230711130,Esiste,Esiste,Esiste,Esiste,Non Esiste
201516,VRMM8AD01A,0230711131,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VRMM8AD01A,0230711141,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRMM8AD01A,0230711142,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRPC01000C,0230443915,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPC01000C,0230443918,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRPC01000C,0230443934,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRPC020003,0230913905,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPC020003,0230913910,Non Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPM00801N,0230693899,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRPM00801N,0230693919,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRPM01000L,0230913883,Non Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPM01000L,0230913889,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRPM01000L,0230913933,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VRPS00101T,0230253925,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS00101T,0230253937,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRPS00801L,0230273916,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS00801L,0230273921,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRPS01101C,0230913891,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS01601G,0230763887,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS01702C,0230363895,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS020006,0230913901,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS020006,0230913902,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS03000R,0230913894,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS03000R,0230913900,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRPS03000R,0230913940,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VRPS04000B,0230913886,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRPS04000B,0230914000,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS06000L,0230963890,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRPS06000L,0230963896,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRA01201T,0230173898,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRRA01202V,0230403893,Non Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRRA01203X,0230763887,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRA012041,0230963897,Non Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRRA012517,0230173898,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRRA012539,0230763887,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRA02000Q,0230443906,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRA02000Q,0230443935,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRRA020505,0230443906,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRA020505,0230443935,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRRC003012,0230443907,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRC00702A,0230963896,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRC009011,0230913923,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRRC009011,0230913941,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRRC01701X,0230363895,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRH02000X,0230913911,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRH02000X,0230913926,Non Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRH020011,0230173898,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRRH020011,0230811046,Non Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRH020509,0230913926,Non Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRH03000E,0230063930,Non Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRRH03001G,0230892430,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRRI01000R,0230124233,Non Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRRI01000R,0230913928,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRRI01001T,0230124233,Non Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRRI01801C,0230913922,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRSL03000N,0230913914,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTA01201N,0230163936,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRTA01201N,0230163937,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRTA01202P,0230173898,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VRTA01203Q,0230763887,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD00101N,0230253924,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD003019,0230443907,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD00351P,0230443907,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD011029,0230913891,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD01103A,0230963896,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD01152P,0230913891,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD01153Q,0230963896,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD01601B,0230763892,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD017017,0230153929,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD01901V,0230913885,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD05000T,0230913903,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD10000N,0230913884,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRTD10000N,0230913912,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD100503,0230913884,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRTD13000D,0230913908,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTD13050V,0230913908,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTE00901Q,0230913911,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTF00401B,0230693920,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTF014012,0230443913,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTF018019,0230913886,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VRTF018019,0230913932,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VRTF03000V,0230913904,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTL01000T,0230913912,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTL010518,0230913912,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTL01401N,0230443913,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VRTL01451G,0230443913,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VTAA80102Q,0560530047,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VTAA80103R,0560310426,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA80301A,0560180776,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA80302B,0560330006,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA80303C,0560220154,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTAA80304D,0560030427,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA804016,0560120011,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTAA804027,0560020194,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA804038,0560200734,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTAA804049,0560430175,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA805012,0560350748,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA805023,0560350027,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA80801D,0560190144,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA80802E,0560590363,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA80803G,0560600452,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VTAA80804L,0560290068,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA80805N,0560290146,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA80902A,0560160167,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA811019,0560490014,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA81102A,0560380010,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA812026,0560240433,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA813022,0560580054,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA813033,0560110065,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VTAA81401R,0560170182,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA81402T,0560390034,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA81602D,0560100104,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA81603E,0560210018,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA81605L,0560251784,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VTAA81606N,0560210455,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA817018,0560230090,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA81703A,0560210088,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA818014,0560010001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA818025,0560400003,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA818036,0560470025,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA81901X,0560080160,Esiste,Esiste,Esiste,Esiste,Esiste
201516,VTAA819032,0560300026,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VTAA820014,0560520044,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTAA821021,0560500042,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA821032,0560500041,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA82201Q,0560480039,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VTAA82201Q,0560480562,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA82202R,0560480040,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA82203T,0560060114,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA82302L,0560070016,Esiste,Esiste,Esiste,Non Esiste,Esiste
201516,VTAA82303N,0560040015,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA82401B,0560050000,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VTAA825017,0560140013,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA825028,0560560009,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA826013,0560550457,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA826024,0560270055,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VTAA82701V,0560420035,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA82702X,0560420184,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VTAA82802Q,0560360100,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTAA82803R,0560360030,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VTAA82804T,0560360031,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA82901E,0560590061,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA82902G,0560590057,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA83103L,0560590058,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA83203C,0560590060,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA833027,0560590137,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA834012,0560590066,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA834034,0560590369,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA83501T,0560590063,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTAA83502V,0560590392,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA83502V,0560590446,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTAA83503X,0560590370,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTAA835041,0560590056,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTAA83601N,0560570049,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,VTEE801021,0560310197,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE801054,0560130174,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,VTEE80301G,0560030073,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTEE80304P,0560220154,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE80306R,0560330006,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE80402C,0560120011,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTEE80404E,0560430175,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE805017,0560350098,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE805028,0560350099,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE80801P,0560590363,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE80802Q,0560190144,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE80803R,0560600142,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VTEE80805V,0560290068,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE80902G,0560160167,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE81101E,0560490085,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE81101E,0560490516,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE81101E,0560490519,Non Esiste,Esiste,Esiste,Non Esiste,Non Esiste
201516,VTEE81102G,0560380079,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE81102G,0560380080,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE81201A,0560240021,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE813027,0560580129,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE813038,0560110139,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE814012,0560390102,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE814023,0560170105,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE81603Q,0560210087,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE81606V,0560250106,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTEE81607X,0560210089,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE81701D,0560230090,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE81702E,0560210086,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE81703G,0560210088,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE81803B,0560470000,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE81803B,0560470161,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE819015,0560300026,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VTEE819026,0560080458,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE820019,0560520116,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTEE820019,0560520747,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE822011,0560480111,Esiste,Esiste,Esiste,Esiste,Esiste
201516,VTEE822033,0560060114,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE822055,0560090188,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE82302T,0560070084,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE82401L,0560050000,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VTEE82402N,0560410642,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE82501C,0560140083,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE826018,0560550109,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE826029,0560270130,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE827014,0560420107,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTEE827025,0560420108,Esiste,Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE827025,0560420183,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTEE82801X,0560360100,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTEE828021,0560360030,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VTEE828032,0560360031,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE82901Q,0560590136,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE83105X,0560590141,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTEE83302C,0560590137,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE834017,0560590140,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE834028,0560590369,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTEE835013,0560590063,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTEE835024,0560590056,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTEE83601V,0560570124,Esiste,Esiste,Esiste,Esiste,Esiste
201516,VTEE83602X,0560570126,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTIC80300D,0560030232,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTIC804009,0560120011,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC805005,0560350176,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTIC80800L,0560590207,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTIC81100C,0560490190,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTIC812008,0560240169,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC813004,0560580200,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC819003,0560300026,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VTIC820007,0560520116,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC821003,0560500434,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC82200V,0560480111,Esiste,Esiste,Esiste,Esiste,Esiste
201516,VTIC82300P,0560571780,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC82500A,0560140164,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC826006,0560550185,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTIC827002,0560420183,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC82800T,0560360100,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTIC82900N,0560590136,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTIC83100N,0560590203,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTIC83200D,0560590817,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTIC834005,0560590140,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTIC835001,0560590063,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIC83600R,0560570124,Esiste,Esiste,Esiste,Esiste,Esiste
201516,VTIS00200T,0560570238,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTIS00400D,0560420237,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTIS007001,0560210227,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTIS00900L,0560360234,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTIS01100L,0560010450,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM801031,0560310197,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTMM80301E,0560030152,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTMM80302G,0560180004,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM80302G,0560180153,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM80401A,0560120011,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM80403C,0560430175,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM805016,0560350176,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTMM80801N,0560590207,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTMM80802P,0560190180,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM80803Q,0560600142,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,VTMM80803Q,0560600143,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM80803Q,0560600144,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM80804R,0560290146,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM80902E,0560160110,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM81001N,0560450186,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM81101D,0560490190,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTMM81102E,0560380079,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM81102E,0560380080,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM812019,0560240169,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM813015,0560580200,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM813015,0560580594,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM813037,0560110162,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTMM814022,0560170182,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM81601L,0560250106,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM81602N,0560210017,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM81702D,0560230431,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM81702D,0560230525,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM818018,0560010150,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTMM818018,0560010229,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM818029,0560470000,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM818029,0560470161,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM819014,0560080160,Esiste,Esiste,Esiste,Esiste,Esiste
201516,VTMM819036,0560300026,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,VTMM820018,0560520193,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTMM821014,0560500434,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM82201X,0560480187,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM82201X,0560480579,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM822021,0560090188,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM82303T,0560570198,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM82401G,0560050155,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM82402L,0560410165,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM82501B,0560140164,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM82502C,0560560078,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM826017,0560550185,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTMM826028,0560270201,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM826028,0560270202,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,VTMM827013,0560420107,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTMM827013,0560420183,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM82801V,0560360366,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,VTMM82801V,0560360816,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM82901P,0560590136,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,VTMM83101P,0560590203,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,VTMM83201E,0560590817,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,VTMM834016,0560590369,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
