ANNOSCOLASTICO, CODICESCUOLA, CODICEEDIFICIO, SPAZIDIDATTICI, AULAMAGNA, MENSA, PALESTRAPISCINA, SPAZIAMMINISTRATIVI
201516,LIEE805024,0490040015,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIEE805035,0490150002,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE80701P,0490180002,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIEE80702Q,0490191025,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE80801E,0490060004,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE80802G,0490060002,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE80901A,0490110015,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE80902B,0490100025,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIEE81001E,0490020004,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIEE81002G,0490200002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE81002G,0490200004,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIEE81002G,0490200005,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE81003L,0490020005,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE81004N,0490020003,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE81101A,0490140002,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE81103C,0490140008,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE81104D,0490140010,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE813012,0490050001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE81401T,0490091047,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIEE81402V,0490091051,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE81501N,0490091044,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIEE81601D,0490080010,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIEE81602E,0490080003,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE81603G,0490080007,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE817019,0490080006,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIEE81702A,0490080002,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIIC803009,0490030026,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIIC805001,0490130020,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIIC80700L,0490180003,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIIC80800C,0490060002,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIIC809008,0490110015,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIIC81000C,0490020007,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIIC811008,0490140011,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,LIIC81300X,0490091031,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIIC81400Q,0490091051,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIIC81500G,0490091044,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIIC81600B,0490080010,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIIC817007,0490080005,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIIS00100T,0490140018,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIIS00200N,0490070005,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIIS004009,0490120004,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIIS006001,0490170002,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIIS00700R,0490090011,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIIS00700R,0490090012,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIIS00700R,0490090013,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIIS00800L,0490090009,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIIS00900C,0490090027,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIIS01100C,0490120005,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIMM00100P,0490091042,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIMM00100P,0490091043,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIMM00100P,0490091048,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM00800D,0490091005,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIMM00800D,0490091006,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIMM00800D,0490091008,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIMM00800D,0490091015,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM063002,0490071009,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIMM063002,0490071010,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM063002,0490071011,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIMM063013,0490010003,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIMM08700E,0490171008,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIMM096009,0490121012,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIMM096009,0490121013,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIMM096009,0490121024,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM09601A,0490121014,Esiste,Esiste,Esiste,Non Esiste,Esiste
201516,LIMM098001,0490091021,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIMM098001,0490091022,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIMM098001,0490091023,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIMM098001,0490091024,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIMM80301A,0490030026,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIMM805012,0490130020,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIMM805023,0490040013,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIMM805023,0490040015,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM805034,0490160001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIMM80701N,0490180003,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIMM80801D,0490060001,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIMM80801D,0490060002,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LIMM80802E,0490060004,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIMM809019,0490100025,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIMM80902A,0490110016,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIMM81001D,0490200001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LIMM81001D,0490200004,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM81001D,0490200005,Non Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LIMM81002E,0490020006,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM811019,0490140011,Esiste,Non Esiste,Esiste,Non Esiste,Esiste
201516,LIMM811019,0490140012,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM813011,0490091029,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIMM813011,0490091030,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM813011,0490091031,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIMM813022,0490050001,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIMM81401R,0490091033,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIMM81401R,0490091051,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIMM81501L,0490091032,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIMM81601C,0490080009,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIMM817018,0490080005,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LIPC001015,0490140018,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIPC007014,0490090011,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIPC01101Q,0490120001,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIPM007018,0490090013,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIPS010002,0490090006,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIPS02000L,0490070002,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIPS02000L,0490070003,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIPS030007,0490090023,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIPS030007,0490090024,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LIPS030007,0490090025,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LIRC00201L,0490070005,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRC00201L,0490070006,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRC004018,0490120002,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRC00601X,0490170003,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRC00801G,0490090007,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRI00101D,0490140005,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRI00101D,0490140006,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIRI00101D,0490140007,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRI00601L,0490170002,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIRI00601L,0490170004,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LIRI009014,0490090001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIRI009014,0490090002,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LIRI009014,0490090003,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIRI009014,0490090004,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LIRI011014,0490120003,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LITA00201D,0490070001,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LITD00201X,0490070001,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LITD00201X,0490070005,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LITD00401G,0490120004,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LITD00802X,0490090008,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LITD00802X,0490090009,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LITD008529,0490090009,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LITD030003,0490140021,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LITD03050C,0490140021,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LITF00601D,0490170002,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LITF00601D,0490170004,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LITF011011,0490120005,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LITF011011,0490120006,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LITF030009,0490090015,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LITF030009,0490090016,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LITF030009,0490090017,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LITF030009,0490090018,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LITF030009,0490090019,Esiste,Esiste,Non Esiste,Esiste,Non Esiste
201516,LITF030009,0490090020,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LITF030009,0490090021,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LITF030009,0490090022,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LITF030009,0490090028,Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LITF030009,0490090029,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LITF030009,0490090030,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LITF03050P,0490090015,Esiste,Non Esiste,Non Esiste,Esiste,Esiste
201516,LITH00901C,0490090010,Esiste,Esiste,Non Esiste,Esiste,Esiste
201516,LITL009015,0490090025,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LITL009015,0490090027,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LITL00951E,0490090027,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LOAA80001X,0980563482,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA800021,0980550555,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOAA80101Q,0980370061,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80102R,0980310058,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80201G,0980410336,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOAA80301B,0980320060,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA804017,0980040746,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA804028,0980600756,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA805024,0980200759,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80601V,0980130230,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOAA80602X,0980350819,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOAA806031,0980110227,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80701P,0980533468,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80703R,0980430198,Esiste,Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80801E,0980580032,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80802G,0980140797,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80803L,0980020507,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80805P,0980160822,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOAA80901A,0980100025,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80902B,0980100026,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA80903C,0980100496,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81001E,0980540197,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81002G,0980490673,Esiste,Esiste,Esiste,Non Esiste,Non Esiste
201516,LOAA81003L,0980420734,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81101A,0980310547,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81102B,0980310548,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA812016,0980310120,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA812027,0980310121,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA812038,0980440655,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA812049,0980340656,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81205A,0980480654,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA813012,0980310305,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA813023,0980310001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA813034,0980310307,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA813045,0980240943,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA813056,0980250942,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81401T,0980310199,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81402V,0980310200,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81501N,0980080324,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81502P,0980590088,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81502P,0980590605,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81503Q,0980360984,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA81601D,0980450089,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOAA817019,0980190039,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LOAA81703B,0980190042,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOAA81704C,0980260136,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LOAA81705D,0980473550,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOCT70000X,0980311279,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOCT70100Q,0980501650,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LOCT70200G,0980193290,Esiste,Esiste,Esiste,Esiste,Esiste
201516,LOEE800015,0980560001,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LOEE800015,0980560554,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE800015,0980561281,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE800026,0980550062,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE801011,0980370552,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE801033,0980310550,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80201R,0980410996,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LOEE80202T,0980090998,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80203V,0980180001,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80301L,0980321280,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80402D,0980280598,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80402D,0980281043,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE80403E,0980050602,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80403E,0980050723,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80403E,0980050726,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80404G,0980600596,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE805018,0980610994,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE805029,0980390335,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE805029,0980390752,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80503A,0980200334,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE806014,0980510674,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE806025,0980220823,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE806036,0980130821,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE806058,0980350819,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE80701X,0980520508,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE807021,0980061272,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE807021,0980063139,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE807043,0980530768,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE807043,0980530770,Non Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE807043,0980530772,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LOEE807054,0980430765,Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LOEE80801Q,0980140506,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80801Q,0980140783,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80801Q,0980140784,Non Esiste,Non Esiste,Non Esiste,Esiste,Non Esiste
201516,LOEE80802R,0980580509,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80804V,0980160228,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE80805X,0980020507,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80901G,0980100494,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80902L,0980100496,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE80903N,0980100497,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81001Q,0980420764,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81002R,0980540766,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE81003T,0980290676,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81101G,0980310547,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81102L,0980310059,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81103N,0980400549,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LOEE81201B,0980310652,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81202C,0980481042,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81202C,0980481276,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81203D,0980440001,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LOEE81204E,0980170657,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE813017,0980310940,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE813028,0980310002,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE813039,0980250769,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81304A,0980240767,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81305B,0980030771,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE814013,0980310770,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE814024,0980210772,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE814035,0980310773,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81501V,0980500604,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LOEE81502X,0980360984,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE815031,0980590088,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE815031,0980590605,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE815042,0980080985,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE815053,0980460981,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81602Q,0980150983,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81603R,0980500601,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOEE81604T,0980450603,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81701E,0980190519,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81702G,0980190039,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LOEE81703L,0980470520,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOEE81704N,0980260675,Esiste,Non Esiste,Esiste,Esiste,Non Esiste
201516,LOIC800003,0980561281,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOIC80100V,0980310003,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC80200P,0980411309,Esiste,Esiste,Non Esiste,Esiste,Non Esiste
201516,LOIC80300E,0980320551,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC80400A,0980041172,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC805006,0980611310,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC806002,0980351288,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC80700T,0980301271,Esiste,Non Esiste,Esiste,Esiste,Esiste
201516,LOIC80800N,0980141198,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC80900D,0980101192,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC81000N,0980540766,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
201516,LOIC81100D,0980311081,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC812009,0980310652,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC813005,0980310940,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC814001,0980311279,Esiste,Non Esiste,Non Esiste,Non Esiste,Non Esiste
201516,LOIC81500R,0980501620,Non Esiste,Non Esiste,Non Esiste,Non Esiste,Esiste
201516,LOIC81600L,0980501650,Esiste,Esiste,Non Esiste,Non Esiste,Esiste
201516,LOIC81700C,0980190001,Esiste,Non Esiste,Esiste,Non Esiste,Non Esiste
